Macallan	macallan	any	
The Macallan	macallan	any	common alternate form
Jameson	jameson	any	
Lagavulin	lagavulin	any	
Bowmore	bowmore	any	
Amrut	amrut	any	
Kilchoman	kilchoman	any	
Rebel	rebel	brand	exact catalogue brand string
Rebel Yell	rebel	brand	exact catalogue brand string; same brand renamed to "Rebel" in 2020, both spellings still seen in trade
Rebel Bourbon	rebel	any	common marketing name
Black Velvet	black-velvet	any	
The Pogues	the-pogues	any	
Sierra Norte	sierra-norte	any	
Fercullen	fercullen	any	
Port Charlotte	port-charlotte	any	
Bruichladdich Port Charlotte	port-charlotte	any	compound form seen in catalogue samples
Bruichladdich	bruichladdich	any	
Chichibu	chichibu	any	
Kyro	kyro	brand	4 chars, generic-ish short form; exact catalogue brand string
Kyrö	kyro	brand	official diacritic spelling
Clan MacGregor	clan-macgregor	any	
Kurayoshi	kurayoshi	any	
The Kurayoshi	kurayoshi	any	official product prefix
Restless Pony	restless-pony	any	
Wilton House	wilton-house	any	
Eiregold	eiregold	any	
Éiregold	eiregold	any	official accented spelling
James King	james-king	brand	generic name combination, exact catalogue brand string
Old Virginia	old-virginia	any	
The Gladstone Axe	gladstone-axe	any	
Gladstone Axe	gladstone-axe	any	without leading "The"
Auchroisk	auchroisk	any	
Catoctin Creek	catoctin-creek	any	
Glen Parker	glen-parker	brand	generic "Glen" + surname combination
Jim Bardett	jim-bardett	brand	generic name combination
Mackmyra	mackmyra	any	
The Glenlee	the-glenlee	any	
Glenlee	the-glenlee	any	without leading "The"; NOT the same brand as Glenlivet
Yamazakura	yamazakura	any	
Ballantine's Brasil	ballantines-brasil	any	
Civitas	civitas	brand	short generic word
Flannigans	flannigans	any	
Green Spot	green-spot	brand	generic "Green"+"Spot" combination, part of a wider Spot family naming pattern
Mitchells Green Spot	green-spot	any	compound form seen in catalogue samples
Midleton	midleton	any	
Jimsher	jimsher	any	
Lou Gal	lou-gal	brand	short generic word combination
Moonshine Runners	moonshine-runners	any	
Old Rip Van Winkle	old-rip-van-winkle	any	
Buffalo Trace	buffalo-trace	any	
Proper № Twelve	proper-no-twelve	any	exact catalogue brand string with № glyph
Proper No. Twelve	proper-no-twelve	any	standard spelling
Proper No Twelve	proper-no-twelve	any	common spelling without period
Proper 12	proper-no-twelve	brand	common short marketing name
Seagram's Gin	royal-stag	brand	exact catalogue brand string - mismatched category, actual product is Royal Stag whisky, see producer note
Royal Stag	royal-stag	any	
Seagram's Royal Stag	royal-stag	any	
Seagram's Royal Stag Deluxe	royal-stag	any	compound form seen in catalogue sample
Teerenpeli	teerenpeli	any	
Three Ships	three-ships	any	
