Glenfarclas	glenfarclas	any	
Glenallachie	glenallachie	any	exact catalogue spelling
GlenAllachie	glenallachie	any	canonical spelling
Laphroaig	laphroaig	any	
Wemyss Malts	wemyss-malts	any	
Cadenhead	cadenhead	any	
Cadenhead's	cadenhead	any	
Mossburn	mossburn	any	
The Quiet Man	the-quiet-man	any	
Teacher's	teachers	any	
Teachers	teachers	any	
Isle of Skye	isle-of-skye	any	
Darkness!	darkness	any	
Penelope	penelope	any	
Breckenridge	breckenridge	any	
Islay Mist	islay-mist	any	
Carpathian	carpathian	any	
Knockando	knockando	any	
Remus	remus	brand	short/generic mythological name, ambiguous alone
George Remus	remus	any	
Westward	westward	brand	ordinary English word (direction)
Eddu	eddu	brand	under 5 characters
Hatozaki	hatozaki	any	
Nikka Whisky	nikka-whisky	any	
Nikka	nikka-whisky	any	
Springbank	springbank	any	
Alexander	alexander	brand	common given name, ambiguous alone
Canmore	canmore	brand	also a place name, ambiguous alone
Franks Fiddle	franks-fiddle	any	exact catalogue spelling
Frank's Fiddle	franks-fiddle	any	likely correct spelling
Jefferson's	jeffersons	any	
Jeffersons	jeffersons	any	
Lot №40	lot-40	any	exact catalogue spelling with numero sign
Lot No. 40	lot-40	any	
Lot No 40	lot-40	any	
Lot 40	lot-40	brand	short/generic when bare
Pikesville	pikesville	any	
The Busker	the-busker	any	
Busker	the-busker	brand	common English noun, ambiguous alone
Woody Creek	woody-creek	any	
Woody Creek Distillers	woody-creek	any	
Azabu	azabu	brand	short, low-confidence producer
Catcher's Rye	catchers-rye	any	
FEW	few	brand	3 letters, common word
Grass Widow	grass-widow	any	
Isle of Harris	isle-of-harris	any	
The Hearach	isle-of-harris	any	
Leopold Bros	leopold-bros	any	
Leopold Bro's	leopold-bros	any	
Misaki	misaki	brand	common Japanese given name, ambiguous alone
Old Forester	old-forester	any	
Platte Walley	platte-valley	any	catalogue typo for Platte Valley
Platte Valley	platte-valley	any	correct spelling
Scots Earl	scots-earl	any	
Take It To The Brig	take-it-to-the-brig	any	
Take It to the Brig	take-it-to-the-brig	any	case variant seen in samples
The Woodsman	the-woodsman	any	
Tomatin	tomatin	any	
BenRiach	benriach	any	
Benriach	benriach	any	case variant seen in Cadenhead sample
Ben Nevis	ben-nevis	any	
Auchroisk	auchroisk	any	
Balvenie	balvenie	any	
The Balvenie	balvenie	any	
Burnside	burnside	brand	common compound English word, ambiguous alone
Glen Spey	glen-spey	any	
Dufftown	dufftown	any	
Mannochmore	mannochmore	any	
Strathisla	strathisla	any	
Bowmore	bowmore	any	
Linkwood	linkwood	any	
Heaven Hill	heaven-hill	any	
