shinobu	Shinobu	blend	JP			Niigata Beer Co.	blend	unknown			unverified	high	https://shingroupcorp.com/products/shinobu-blended-whisky-mizunara-oak-finish/ https://shingroupcorp.com/	Verified via Shin Group (the brand's global distributor/importer, fetched directly): Shinobu Distillery of Niigata Beer Co, Japan; blended whisky (50% malt/50% grain), matured/finished in Japan incl. Mizunara oak. Shin Group's own catalogue lists Shinobu and Shin but not Fujimi or Reki (also in this batch), so the seed's hypothesis tying Fujimi to this cluster is not confirmed (see fujimi row). No peat information found; left unknown.
springbank	Springbank	distillery	GB-SCT	campbeltown	campbeltown	J&A Mitchell & Company	single malt	unknown			unverified	high	https://en.wikipedia.org/wiki/Springbank_(distillery) https://scotchwhisky.com/whiskypedia/1892/springbank/	Kind/country/region/owner/type verified via Wikipedia. Peat corrected from the seed's light to unknown: this round's rule requires a producer-domain page (or Islay) for any positive level, and Springbank is Campbeltown, not Islay; springbank.scot returned 403 this session. withheld peat proposal: medium (scotchwhisky.com Whiskypedia describes it as medium-peated at 8-10ppm) vs light (several retailers describe ~12-15ppm as lightly peated) -- sources disagree on the light/medium boundary; a human with access to the distillery's own site should resolve it. Distinct from sibling Longrow (heavy) and Hazelburn (unpeated, not in this batch).
stateless	Stateless	brand				Milestone Beverages (Hong Kong)		none			unverified	low	https://www.milestonebeverages.com/brand/stateless	Milestone Beverages' 'molecular whiskey' brand: a Kentucky Straight Bourbon Whiskey core plus lab-finished flavored variants (Apple, Peach, Banana) marketed as flavored whiskey -- one retailer labels the banana variant a 'Whisky Spirit Drink' (an EU category for flavored spirits, not whisky proper). Catalogue samples are mostly the flavored line. Kept rather than rejected since a genuine bourbon anchors the range, per the brief's own when-in-doubt guidance. Kind corrected blend->brand (an engineered multi-expression brand, not a blended-whisky identity). countryCode left empty: Milestone is Hong Kong-based (the marketing company, not a whisky-producing country) and the catalogued flavored SKUs don't state a base-spirit origin. peat=none per ordinary-bourbon default; confidence stays low given the unusual production method and the flavored-vs-whisky ambiguity.
the-speaker	The Speaker	blend	GB-SCT			Block, Grey & Block Ltd	blend	none			unverified	low	https://www.whiskybase.com/whiskies/brand/85673/the-speaker?language=en https://whiskyauctioneer.com/lot/5161495/speakers-red-stripe-scotch-whisky-1970s	Re-confirmed this session: a 5/12-year blended Scotch bottled as 'BG&B Red Stripe' by Block, Grey & Block Ltd (Mayfair, London), 43% vol, 1970s-era lineage. Both whiskybase.com and whiskyauctioneer.com returned 403/406 to direct fetch this session; the facts above come from search-result synthesis of those exact pages rather than a page rendered myself, so confidence stays low despite the citations, matching the seed's own reasoning. No peat/smoke mentioned; peat=none per ordinary-blended-Scotch convention.
tottori	Tottori	blend	JP			Matsui Shuzo (Matsui Whisky)	blend	unknown			unverified	high	https://matsuiwhisky.com/en/item/totori-silver/ https://matsuiwhisky.com/en/item_category/tottori/	Verified via Matsui Shuzo's own site (fetched directly): The Tottori is a blended (malt+grain) Japanese whisky, sourced/aged/proofed at Matsui Shuzo, Tottori Prefecture, with Mt. Daisen spring water. No peat/smoke mentioned on the producer's own pages; one third-party review mentions 'soft smoke' in tasting notes only, too weak and non-producer to act on -- left unknown.
wilton-house	Wilton House	brand	GB-SCT			La Martiniquaise	single malt	unknown			unverified	high	https://www.spiritradar.com/whisky-db/wilton-house-speyside-single-malt-scotch-whisky-peated-cmi-94227-charenton-france-40-percent-700ml/ https://caskcartel.com/products/wilton-house-10-year-old-highland-single-malt-scotch-whisky-700ml https://en.wikipedia.org/wiki/La_Martiniquaise	Private-label single malt range (Speyside and Highland bottlings, plus a Peated SKU) bottled by First Blending Co. Owner triangulated: both retailer pages list First Blending Co alongside Label 5 and Glen Turner, and La Martiniquaise's own Wikipedia page confirms Label 5 and Glen Turner are its brands, so First Blending Co is a La Martiniquaise bottling arm. Corrected kind blend->brand (a multi-expression single malt range, not one blend) and defaultTypeName empty->single malt (every known bottling is a single malt). Base peat left unknown; the Wilton House Peated SKU's specific level could not be confirmed from a producer-domain source this session (only retailer copy), so no rule.tsv exception was written -- a human should chase First Blending Co / La Martiniquaise directly for it.
yoichi	Yoichi	distillery	JP			Nikka Whisky Distilling	single malt	unknown			unverified	high	https://en.wikipedia.org/wiki/Yoichi_distillery https://nonjatta.blogspot.com/search?q=yoichi+peat	Kind/country/owner/type confirmed via Wikipedia: Nikka's original 1934 Hokkaido single malt distillery, coal-fired direct-flame stills. Peat corrected from the seed's medium to unknown per this round's strict rule (positive claim needs producer-domain evidence or Islay); Yoichi is neither, and nikka.com returned 403 this session on both the distillery page and site root. withheld peat proposal: medium-to-heavy -- Yoichi is traditionally described as Nikka's peatier/smokier malt versus Miyagikyo; the only reachable corroboration is a Nonjatta blog post title referencing Yoichi 12 alongside both fruit and peat notes (real but weak, third-party). One of this batch's highest-value rows per the brief -- a human reviewer with access to Nikka's official site or a strong retailer (distiller.com, dekanta.com, whisky.com, masterofmalt.com all blocked this session too) should set the level.
big-moustache	Big Moustache	blend	US					unknown			unverified	low		Unresolved, matching the seed. Catalogue itself is inconsistent (DE/blend, US/rye, US/blend across three listings of the same name); countryCode=US kept only as the seed's own majority-vote guess, not a confirmed fact. This session's shared WebSearch budget was exhausted before this row could be searched (only a dead-end Wikipedia title guess was possible, 404); flagged as this batch's weakest row for a human to search properly with a fresh budget.
bradan-orach	Bradan Orach	brand	GB-SCT	speyside	speyside	Inver House Distillers	single malt	none	speyburn		unverified	high	https://en.wikipedia.org/wiki/Speyburn_distillery https://www.speyburn.com/ https://thewhiskeywash.com/scotch-whiskey/from-mild-to-wild-understanding-peat-levels-in-scotch-whisky/	Confirmed: Bradan Orach is Speyburn's NAS entry-level single malt (named in its Wikipedia awards section), Speyburn is Inver House Distillers' Rothes, Moray (Speyside) distillery. Speyburn's own site (fetched) markets it as 'smooth' with no peat mentioned; peat=none per the verified regional convention that Speyside distilleries are typically unpeated. Confidence raised to high (was low in the seed) now that the parent distillery's own site has been checked.
cedar-ridge	Cedar Ridge	distillery	US					none			unverified	low	https://en.wikipedia.org/wiki/Irish_whiskey	Iowa craft distillery (Swisher); range spans bourbon and wheat whiskey per samples, so defaultTypeName stays empty. Could not reach a distillery-specific source this session: cedarridgewinery.com now redirects to a domain-for-sale parking page (the business may have rebranded, or the old domain simply lapsed -- worth a human checking current status), cedarridgedistillery.com returned 403, and no Wikipedia article exists under that or nearby titles. peat=none kept per the general non-Scotch convention, now backed by a page actually opened this session (the Irish whiskey Wikipedia article notes peat is seldom used in malting outside Scotland) rather than the seed's oddly-placed citation of the same page.
