Glen Moray	34	Glen Moray ; Glen Moray ; Glen Moray ; Glen Moray Port ; Glen Moray Smoky ; Glen Moray Peated
Highland Park	25	Хайленд Парк ; Highland Park ; Highland Park ; Highland Park ; Highland Park ; Highland Park
Royal Salute	18	Royal Salute ; Royal Salute ; Royal Salute ; Royal Salute ; Royal Salute ; Royal Salute Miami Polo
Akashi	13	Akashi ; Akashi Red ; Akashi Meisei ; Akashi Sherry ; Akashi Sherry ; Akashi Red Wine
Deanston	11	Deanston ; Deanston ; Deanston ; Deanston Organic ; Deanston Virgin Oak ; Deanston Vintage 1994
Penderyn	10	Penderyn Celt ; Penderyn Myth ; Penderyn Legend ; Penderyn Peated ; Penderyn Hiraeth ; Penderyn Celt Wales
Auchentoshan	8	Auchentoshan ; Auchentoshan Dark Oak ; Auchentoshan Blood Oak ; Auchentoshan Three Wood ; Auchentoshan Three Wood ; Auchentoshan American Oak
The Irishman	8	The Irishman ; The Irishman ; The Irishman ; The Irishman Harvest ; The Irishman Harvest ; The Irishman Harvest
Maker's Mark	7	Maker's Mark ; Maker's Mark ; Maker's Mark ; Maker's Mark ; Maker's Mark 46 ; Maker's Mark 46
Fauconnier	6	O'Brian Fauconnier ; O'Brian Fauconnier ; Fauconnier Hunting Lodge ; Fauconnier Hunting Lodge ; Fauconnier Hunting Lodge ; Fauconnier Highland's Friends
Pokeno	6	Pokeno Origin ; Pokeno Winter ; Pokeno Discovery ; Pokeno Revelation ; Pokeno Totara Cask ; Pokeno Moscatel Cask
Caperdonich	5	Caperdonich ; Caperdonich ; Caperdonich Peated ; Caperdonich Peated ; Caperdonich Peated
Kentucky	5	Fordman ; Wiseman ; Benchmark №8 ; Kentucky Walker ; Kentucky Walker
Cattos	4	Cattos ; Cattos ; Cattos ; Catto's Deluxe
Kura	4	Kura White Oak ; Kura White Oak ; Kura the Classic ; Kura Rum Cask Finish Malt
Rest&be Thankful	4	Rest&Be Thankful Single Cask Benrinnes ; Rest&Be Thankful SinglCask Bruichladdich ; Rest&Be Thankful SmalBatch #2 Strathenry ; Rest&Be Thankful SmalBatch #3 Finglassie
Willett	4	Willett Family Estate Rye ; Willett Pot Still Reserve ; Willett Pot Still Reserve ; Willett Pot Still Reserve
Egan's	3	Egan's Fortitude ; Egan's Vintage Grain ; Egan's Legacy Reserve Series III
Hellyers Road	3	Hellyers Road ; Hellyers Road Aurora Australis ; Hellyers Road Original Roaring s Tasmania
Old Ezra	3	Old Ezra Rye Full Proof ; Old Ezra 7 Barrel Strength ; Old Ezra 7 Bourbon Barrel Strength
The Charles House	3	Charles House ; Charles House ; Charles House
Angel's Envy	2	Angel's Envy Port Cask ; Angel's Envy Port Cask Finish
Cardhu	2	Cardhu Amber Rock ; Cardhu Gold Reserve
Glenlassie	2	Glenlassie ; Glenlassie
Jefferson's Ocean	2	Jefferson's Ocean ; Jefferson's Ocean
Lux Row	2	Lux Row Four Grain ; Lux Row PX Sherry Finish
Powers John's Lane	2	Powers John's Lane ; Powers John's Lane
The Dead Rabbit	2	The Dead Rabbit ; The Dead Rabbit
Wormtub	2	Wormtub ; Wormtub Single Cask - Batch 6
Baker's	1	Baker's
Celtic Revival	1	Celtic Revival
Fitzwilliam	1	Fitzwilliam
Green River	1	Green River Wheated
James E.pepper	1	James E.Pepper 1776
Littlemill	1	Littlemill
Mizen Head	1	Mizen Head
Old Overholt	1	Old Overholt
Prohibido	1	Ley Seca
Scottish Glory	1	Scottish Glory
Talisman	1	Tomatin Talisman
Thin Lizzy	1	Thin Lizzy
