Tomatin	36	Tomatin ; Tomatin ; Tomatin ; Tomatin ; Tomatin ; Legendary Scot
Wild Turkey	27	Wild Turkey ; Wild Turkey ; Wild Turkey ; Wild Turkey ; Wild Turkey ; Wild Turkey
Tamnavulin	19	Tamnavulin ; Tamnavulin ; Tamnavulin ; Tamnavulin Speyside ; Tamnavulin Double Cask ; Tamnavulin Sherry Cask
Label 5	14	Label 5 ; Label 5 ; Label 5 ; Label 5 Classic Black ; Label 5 Classic Black ; Label 5 Classic Black
Highland Queen	12	Highland Queen ; Highland Queen ; Highland Queen ; Highland Queen ; Highland Queen ; Highland Queen
Glen Turner	10	Glen Turner ; Glen Turner ; Glen Turner Heritage ; Glen Turner Double Cask ; Glen Turner Sherry Cask ; Glen Turner Triple Cask
Michter's	9	Michter's ; Michter's ; Michter's Sour Mash ; Michter's Unblended ; Michter's US 1 Small Batch ; Michter's Barrel Strength Rye
Redbreast	8	Redbreast ; Redbreast ; Redbreast ; Redbreast Aged ; Redbreast Lustau ; Redbreast Cask Strength
Heaven Hill	7	Old Style White ; Heaven Hill Old Style ; Heaven Hill Rittenhouse ; Heaven Hill Old Style White ; Heaven Hill Brands Rittenhouse ; Heaven Hill Distilleries Old Style White
Cragganmore	6	Cragganmore ; Cragganmore ; Cragganmore Vintage 1991 ; Cragganmore Vintage 1997 ; Cragganmore Distillers Edition ; Cragganmore Distillers Edition 2023
Midleton	6	Midleton Very Rare ; Midleton Barry Crockett ; Midleton Barry Crockett Legacy ; Midleton Very Rare 40th Anniversary ; Midleton Very Rare 2022 Vintage Release ; Midleton Very Rare Barry Crockett Legacy
Beverbach	5	Beverbach Tri Cask ; Beverbach Sherry Cask Finish ; Beverbach Tequila Cask Finish ; Beverbach Mizunara Cask Finish ; Beverbach Craftbeer Cask Finish
Glen Silver's	5	Glen Silver's ; Glen Silver's ; Glen Silver's ; Glen Silver's ; Glen Silver's
Ballechin	4	Ballechin ; Ballechin ; Ballechin Cask Strength ; Ballechin Cask Strength
Kilbeggan	4	Kilbeggan ; Kilbeggan ; Kilbeggan ; Kilbeggan Traditional
Oneills	4	O'Neills ; O'Neills Rum Cask Finished ; O'Neills Port Cask Finished ; O'Neills Sherry Cask Finished
The Gospel	4	The Gospel ; The Gospel ; The Gospel Solera Rye ; The Gospel Solera Rye
Dalmahoy	3	Dalmahoy Rum Cask Finish ; Dalmahoy Sherry Cask Finish ; Dalmahoy Bourbon Cask Finish
Glentauchers	3	Glentauchers Rare Stock ; Glentauchers Fill Virgin Cask ; Glentauchers Ukrainian Virgin Cask
Macarthurs	3	MacArthur's ; MacArthur's ; MacArthur's
Samuel Gelston's	3	Gelston's ; Samuel Gelston's ; Samuel Gelston's
15 Stars	2	15 Stars Platinum ; 15 Stars First West
Buffalo Trace	2	Buffalo Trace ; Buffalo Trace
Fireball	2	Fireball Cinnamon ; Fireball Cinnamon
Ichiros	2	Wine Wood Reserve ; Ichiro's Malt&Grain
Lighthouse	2	Lighthouse ; Lighthouse Peated
Old Smuggler	2	Old Smuggler ; Old Smuggler
Spey River	2	Spey River Sherry Cask ; Spey River Bourbon Cask
White Heather	2	White Heather ; White Heather
Angel	1	Glen Angel
Bradan Orach	1	Speyburn Bradan Orach
Dublin's Own	1	Dublin's Own
Gouden Carolus	1	Gouden Carolus
Imperial	1	Imperial Imperial 1995
Lambertus	1	Lambertus Founders Reserve
Mellow Corn	1	Mellow Corn
Old Barny	1	Old Barny
Pennypacker	1	PennyPacker
Rowans Creek	1	Rowan's Creek Kentucky
Spice Monkey	1	Spice Monkey
The Old Barrel	1	The Old Barrel
Woodford	1	Woodford Резерв
