Signatory	45	Symington's ; Signatory Mortlach 1991 ; Signatory Unnamed Orkney ; Signatory Ledaig 100 Proof ; Signatory Unnamed Speyside ; Signatory Ardmore 100 Proof
Arran	29	Arran ; Arran ; Arran ; Arran ; Arran ; Arran
Nikka	22	Nikka Days ; Nikka Super ; Nikka Super ; Nikka Super ; Nikka Yoichi ; Nikka Yoichi
Glendronach	16	Glendronach ; Glendronach ; Glendronach ; Glendronach Forgue ; GlenDronach Peated ; Glendronach Parliament
Scottish Leader	13	Scottish Leader ; Scottish Leader ; Scottish Leader ; Scottish Leader ; Scottish Leader ; Scottish Leader
William Lawson's	11	William Lawson's ; William Lawson's ; William Lawson's ; William Lawson's ; William Lawson's ; William Lawson's
Agitator	9	Agitator ; Agitator ; Agitator Rok ; Agitator Chestnut Cask ; Agitator The Swedish Blend ; Agitator Argument Sherry Butt
Glendalough	8	Glendalough ; Glendalough Double Barrel ; Glendalough Pot Still Peated ; Glendalough Mizunara Cask Finish ; Glendalough Single Cask Madeira Finish ; Glendalough Single Cask Burgundy Finish
Bell's	7	Bell's Spiced ; Bell's Original ; Bell's Original ; Bell's Original ; Bell's Original ; Bell's Original
Widow Jane	7	Widow Jane ; Widow Jane ; Widow Jane Decadence ; Widow Jane Paradigm Rye ; Widow Jane Apple Wood Rye ; Widow Jane Rye Mash American Oak Aged
Highland Mist	6	Highland Mist ; Highland Mist ; Highland Mist ; Highland Mist ; Highland Mist ; Highland Mist Loch Lomond
Allt A Bhainne	5	Allt-A-Bhainne ; Allt-a-Bhainne Vintage 1996 ; Allt-A-Bhainne Pedro Ximenez ; Allt-a-Bhainne - Old Malt Cask ; Allt-A-Bhainne Refill Hogshead
Famous Grouse	5	The Famous Grouse ; The Famous Grouse ; The Famous Grouse ; The Famous Grouse ; Smoky Black The Famous Grouse
Scottish Collie	5	Scottish Collie ; Scottish Collie ; Scottish Collie ; Scottish Collie ; Skottish Collie
Flora & Fauna	4	Auchroisk ; Glen Spey ; Inchgower ; Mannochmore
McConnell's	4	McConnell's ; McConnell's Sherry Cask ; McConnell's Sherry Cask Finish ; McConnell's Restoring the Legend
Speciality Drinks	4	Port Askaig ; Speciality Drinks Macduff ; Speciality Drinks Teaninich ; Speciality Drinks Speyside Marriage of cask
Cedar Ridge	3	Cedar Ridge ; Cedar Ridge Iowa ; Cedar Ridge Wheat
Girvan	3	Girvan ; Girvan Patent Still ; Girvan Patent Still №4 Apps
King Robert	3	King Robert II ; King Robert II ; King Robert II
Quality House	3	Heaven Hill Old Style White ; Heaven Hill Quality House Old Style White ; Heaven Hill Distilleries Quality House Old Style White
VAT 69	3	Vat 69 ; Vat 69 ; Vat 69
Bayadera	2	Whiskey and Apple Juice ; Penicillin (Пеніцилін) 11 порцій
Crabbie	2	John Crabbie ; Crabbie and Cree
Great Barrel	2	Great Barrel ; Great Barrel
J.p. Wiser's	2	J.P. Wiser's ; J.P. Wiser's Triple Barrel
Mitchell&son	2	Mitchells Green Spot ; Mitchell&Son Yellow Spot
Sam Barton	2	Sam Barton ; Sam Barton
The Talisman	2	The Talisman ; J&W Hardie Talisman
Aber	1	Aber Falls
Bernheim	1	Bernheim Original Wheat
Daftmill	1	Daftmill
Glant Bernard	1	Glant Bernard
Hepp	1	Hepp Tharcis Alsacien
J.riddle	1	J.Riddle Peated
Mash Cut	1	Mash Cut
Neidhal	1	Neidhal
O Liam	1	O'Liam
Reservoir	1	Reservoir
Skrewball	1	Skrewball Peanut Butter
The Gild	1	The Gild
Valdespino	1	Malt
