Douglas Laing	81	Big Peat ; Douglas Laing Jura ; Douglas Laing Arran ; Douglas Laing Ardmore ; Douglas Laing Beastie ; Douglas Laing Bowmore
Ardbeg	30	Ardbeg ; Ardbeg ; Ardbeg ; Ardbeg ; Ардбег ; Ardbeg Ten
Hyde	23	Hyde №4 ; Hyde №3 1916 ; Hyde №5 1860 ; Hyde №6 1938 ; Hyde №9 1906 ; Hyde No.9 1906
Kavalan	17	Kavalan ; Kavalan Lan ; Kavalan 2016 ; Kavalan 2017 ; Kavalan Podium ; Kavalan Classic
Chivas	13	Chivas Regal ; Chivas Regal ; Chivas Regal ; Chivas Regal ; Chivas Regal ; Chivas Regal
Paul John	11	Paul John PX ; Paul John Bold ; Paul John Kanya ; Paul John Peated ; Paul John Classic ; Paul John Mithuna
Tenjaku	10	Tenjaku ; Tenjaku ; Tenjaku ; Tenjaku ; Tenjaku ; Tenjaku
Chivas Brothers	8	Chivas Regal ; Chivas Regal ; Chivas Regal ; Chivas Regal ; Royal Salute ; Chivas Regal The Icon
Writers Tear's	8	Writers Tears ; Writers Tear's Double Oak ; Writers Tears Cask Strenght ; Writers Tears Mizunara Finish ; Writers Tear's Irish Miniatures ; Writers Tears Marsala Cask Finish
Starward	7	Starward Nova ; Starward Fortis ; Starward Solera ; Starward Left-Field ; Starward Tawny Cask ; Starward Peated Finish
Glenglassaugh	6	Glenglassaugh ; Glenglassaugh ; Glenglassaugh Portsoy ; Glenglassaugh Sandend ; Glenglassaugh Rare Cask 1967 #1114-1 1967 ; Glenglassaugh Rare Cask #2230 PX Sherry 1968
The Singleton of Dufftown	6	The Singleton of Dufftown ; The Singleton of Dufftown ; The Singleton of Dufftown ; The Singleton of Dufftown ; The Singleton of Dufftown Malt Master ; The Singleton of Dufftown Malt Master Selection
Craigellachie	5	Craigellachie ; Craigellachie ; Craigellachie Kokur ; Hart Brothers Craigellachie ; Craigellachie Armagnac Cask Finish
Milam&greene	5	Milam&Greene Single Barrel ; Milam&Greene Unabridged Blend ; Milam&Greene PXVery Small Batch ; Milam&Greene Port Cask Finish Rye ; Milam&Greene Triple Cask Strength
Crazy Charley	4	Crazy Charley ; Crazy Charley Sour Mash ; Crazy Charley Black Label ; Crazy Charley White Label
Luxco	4	The Quiet Man ; The Quiet Man ; The Quiet Man ; The Quiet Man Superior Irish Blend
Scapa	4	Scapa ; Scapa ; Scapa Glansa ; Scapa Skiren
Angus Dundee	3	Angus Dundee Distillers Glen Parker ; Angus Dundee Distillers Glencadam Origin 1825 ; Angus Dundee Glencadam Reserva de Jerez Oloroso Sherry Cask Finish
Elijah Craig	3	Elijah Craig ; Elijah Craig Small Batch ; Elijah Craig Single Barrel
Kamiki	3	Kamiki Sakura ; Kamiki Intense ; Kamiki Original
Peat's Beast	3	Peat's Beast PX Sherry ; Peat's Beast Cask Strength ; Peat's Beast Unchillfiltered
The Matsui	3	Matsui The Peated ; The Matsui Sakura cask ; The Matsui Mizunara cask
Bankhall	2	Bankhall ; Bankhall Distiller's Cut English
Conciere	2	Conciere ; Conciere
Gordonmacphail	2	Tormore Connoisseurs Choice 1991 Gordon&MacPhail ; Gordon&MacPhail Smith's Glenlivet 1955 Rare Vintage
Joe Got A Gun	2	Joe Got a Gun Single Barrel ; Joe Got a Gun 20 Barrels Selection Batch 1
Matsui	2	Matsui The Peated ; Tottori Barell Matsui Distillery
Royal Stag	2	Royal Stag Deluxe ; Seagram's Royal Stag Deluxe
The Legacy Series	2	Torabhaig The Legacy ; Torabhaig Allt Gleann
Yellow Rose	2	Yellow Rose Outlaw ; Yellow Rose Premium
Bank Note	1	Bank Note
Crater Lake	1	Crater Lake Rye
Fordman	1	Fordman
Gwalarn Pure	1	Gwalarn
Johnny Hepp	1	Johnny Hepp Alsacien
Malt B	1	Malt B
Moulin	1	Moulin
Old Smitty's	1	Old Smitty's
Ragtime Rye	1	Ragtime Rye
Shefford Manor	1	Shefford Manor Old
The Deveron	1	Glen Deveron
Turning Point	1	Turning Point Rye
