TBWC	43	FEW ; Puni ; TBWC ; Helsinki ; Mackmyra ; Paul John
Dalmore	28	Dalmore ; Dalmore ; Dalmore ; Dalmore ; Dalmore ; Dalmore
Glencadam	20	Glencadam ; Glencadam ; Glencadam ; Glencadam ; Glencadam ; Glencadam Origin 1825
Teeling	15	Teeling ; Teeling ; Teeling Amber Ale ; Teeling Blackpitts ; Teeling Stout Cask ; Teeling Belgian Ale
& Whisky	13	Umiki ; Kura The ; Lord Moisans ; Lord Moisans ; Scottish Piper ; MacKinlay's Old
Black Ram	10	Black Ram ; Black Ram ; Black Ram ; Black Ram ; Black Ram ; Black Ram Bourbon Finish
Glendale	9	Glendale ; Glendale ; Glendale ; Glendale ; Glendale ; Glendale
Monkey Shoulder	8	Monkey Shoulder ; Monkey Shoulder ; Monkey Shoulder ; Monkey Shoulder ; Monkey Shoulder Smokey ; Monkey Shoulder The original
Deveron	7	The Deveron ; The Deveron ; Glen Deveron ; Glen Deveron ; Glen Deveron ; Glen Deveron 1987
Armorik	6	Armorik ; Armorik ; Armorik Classic ; Armorik Yeun Elez ; Armorik Sherry Cask ; Armorik Double Maturation
Lakes	6	Lakes Equinox ; Lakes Galaxia ; Lakes Resfeber ; Lakes Nostalgia ; Lakes Signature ; Lakes Whiskymakers Reserve No.7
Barry Bernard	5	Barry Bernard ; Barry Bernard ; Barry Bernard ; Barry Bernard Honey ; Barry Bernard Spisy
Glen Keith	5	Glen Keith ; Glen Keith ; Glen Keith ; Glen Keith Vintage 1993 ; Glen Keith 1990 Càrn Mòr Celebration of the Cask
The Yamazaki	5	The Yamazaki ; The Yamazaki ; The Yamazaki Suntori ; The Yamazaki Distiller's Reserve ; The Yamazaki 100th Anniversary LE 2023
Glen Elgin	4	Glen Elgin ; Glen Elgin Bastardo ; Mossburn Vintage Casks No 19 Glen Elgin ; Glen Elgin 1995 The Single Malts of Scotland (Elixir Distillers)
Micil	4	Micil Long Walk ; Micil Earls Island SPS ; Micil Madeira Island SPS ; Micil Inverin Small Batch
The Ardmore	4	Ardmore ; The Ardmore Legacy ; Ardmore A Marriage of Cask ; Mossburn Vintage Casks No25 Ardmore
Clonakilty	3	Clonakilty ; Clonakilty Galley Head ; Clonakilty Double Oak Blend
Glenkinchie	3	Glenkinchie ; Glenkinchie Distillers Edition ; Glenkinchie The Floral Treasure
Lauder's	3	Lauder's ; Lauder's Finest ; Lauder's Finest
Royal Brackla	3	Royal Brackla ; Royal Brackla ; Royal Brackla
Whistlepig	3	WhistlePig ; WhistlePig ; WhistlePig Vermont Estate Rye
Boone County	2	Boone County Small Batch ; Boone County Founder's Reserve
De Danann	2	De Danann ; De Danann Walsh
Hakushu	2	Hakushu ; Hakushu Distiller's Reserve
King Charles	2	King Charles ; King Charles
Oakeshott	2	Oakeshott ; Oakeshott
Sexton	2	Sexton ; Sexton
Tormore	2	Tormore Legacy 2009 Single Cask ; Tormore 1988 - The First Edition Author's Series Charles Baudelaire
Aikan	1	Aikan Extra Collection Batch No.3
Bomberger's	1	Bomberger's Declaration
Dilmoor	1	Gold Mill
Glen Broch	1	Glen Broch
Hogs	1	Hogs 3
Knappogue Castle	1	Knappogue Castle
McClelland's	1	McClelland's
Nobushi	1	Nobushi
Passport Scotch	1	Passport
Roe + Co	1	Roe & Co
Smooth Ambler	1	Smooth Ambler Contradiction
The Highland Shepherd	1	The Highland Shepherd
Wilderness Trail	1	Wilderness Trail Wheated
