Glenfiddich	44	Glenfiddich ; Glenfiddich ; Glenfiddich ; Glenfiddich ; Glenfiddich ; Glenfiddich
BenRiach	29	Benriach ; BenRiach ; BenRiach ; BenRiach ; BenRiach ; BenRiach
Scyfion	22	Scyfion ; Scyfion Dailuaine ; Scyfion Aultmore 2006 ; Scyfion Dufftown 2008 ; Scyfion Dailuaine 2007 ; Scyfion Secret Speyside
Glengoyne	16	Glengoyne ; Glengoyne ; Glengoyne ; Glengoyne ; Glengoyne ; Glengoyne
Slyrs	13	Slyrs ; Slyrs ; Slyrs Classic ; Slyrs Fifty-One ; Slyrs Bavarian RYE ; Slyrs Bavarian PEAT
Aberfeldy	10	Aberfeldy ; Aberfeldy ; Aberfeldy ; Aberfeldy ; Aberfeldy Cadillac ; Aberfeldy Gold Bar
Artist Collective	9	Ardmore ; Caol Ila ; Ben Nevis ; Glen Elgin ; Artist Collective Glen Ord ; Artist Collective Linkwood
Glenrothes	8	Glenrothes ; Glenrothes ; Glenrothes ; Glenrothes Jurancon ; Glenrothes 1972 Vintage ; Glenrothes 1978 Vintage
Cailleach	7	Cailleach ; Cailleach ; Cailleach ; Cailleach ; Cailleach ; Cailleach
Amahagan	6	Amahagan Edition №1 ; Amahagan Yamazakura Wood Finish ; Amahagan Edition №5 Sherry Cask Finish ; Amahagan Edition №2 Red Wine Wood Finish ; Amahagan Edition №3 Mizunara Wood Finish ; Amahagan Edition No.2 Red Wine Wood Finish
High West	6	High West ; High West Campfire ; High West Double Rye ; High West Double Rye ; High West Rendezvous Rye ; High West American Prairie
Ardmore	5	Ardmore ; Ardmore Old & Rare ; Ardmore Vintage 1996 ; Ardmore Port Wood Finish ; Gordon & MacPhail Ardmore
Finlaggan	5	Finlaggan Eilean Mor ; Finlaggan Red Wine Cask ; Finlaggan Original Peaty ; Finlaggan Sherry Finished ; Finlaggan Red Wine Cask Matured
Sir Pitterson	5	Sir Pitterson ; Sir Pitterson ; Sir Pitterson Premium ; Sir Pitterson Premium ; Sir Pitterson Premium
GlenAladale	4	GlenAladale Red Edition ; GlenAladale Red Edition ; GlenAladale Blue Edition ; GlenAladale Blue Edition
McIvor	4	McIvor ; McIvor Finest ; McIvor Finest ; McIvor Finest
Stateless	4	Stateless ; Stateless Banana ; Stateless Green Apple ; Stateless Banana Flavored
Clan Campbell	3	Clan Campbell ; Clan Campbell ; Clan Campbell Dark
Glenburgie	3	Glenburgie Old & Rare ; Glenburgie Vintage 1992 ; Glenburgie Vintage 1995
King Robert Ii	3	King Robert II ; King Robert II ; King Robert II
Rabbit Hole	3	Rabbit Hole Heigold ; Rabbit Hole Cavehill ; Rabbit Hole Boxergrail
Westland	3	Westland Peated ; Westland Garryana ; Westland Sherry Wood
Beauchamp	2	Beauchamp ; Beauchamp Triple Grain
Cu Bocan	2	Cu Bocan ; Tomatin Distillery Tomatin Cu Bocan Signature
Great Oaks	2	Great Oaks ; Great Oaks Single Cask
Kentucky Owl	2	Kentucky Owl Confiscated ; Kentucky Owl The Wiseman
Muteki	2	Muteki ; Japanese Muteki
Sazerac	2	Sazerac ; Sazerac
The Tottori	2	Tottori ; The Tottori Bourbon Barrel
Aberdour	1	Aberdour
Bib&tucker	1	Bib&Tucker Small Batch
Dalmunach	1	Dalmunach Distillery XXI century
Glenalmond	1	Glenalmond
Highland's Friends	1	Fauconnier Highland's Friends
Judas Priest	1	Judas Priest 50 Heavy Metal Years
Masterson's	1	Masterson's
Nelson's Green Brier	1	Nelson's Green Brier Tennessee
O Neills	1	O'Neills Smooth Blend
Robert Burns	1	Robert Burns
Slipknot №9	1	Slipknot №9 Iowa
The Glenturret	1	The Glenturret Peated Edition
Velvet Cap	1	Velvet Cap Irish Triple Cask
