Macallan	98	Macallan ; Macallan 1950 ; Macallan Quest ; Macallan Terra ; The Macallan M ; Macallan Estate
Jameson	33	Jameson ; Jameson ; Jameson ; Jameson ; Jameson ; Jameson
Lagavulin	25	Lagavulin ; Lagavulin ; Lagavulin ; Lagavulin ; Lagavulin 2004 Release ; Lagavulin 2006 Release
Bowmore	17	Bowmore ; Bowmore ; Bowmore ; Bowmore ; Bowmore ; Bowmore
Amrut	13	Amrut ; Amrut Fusion ; Amrut Peated ; Amrut Kadhambam ; Amrut Portonova ; Amrut Raj Igala
Kilchoman	11	Kilchoman Sanaig ; Kilchoman Loch Gorm ; Kilchoman Machir Bay ; Kilchoman Port Cask Matured ; Kilchoman Islay 14th Edition ; Kilchoman Islay 15th Edition
Rebel	10	Rebel ; Rebel 100 ; Rebel KSBW ; Rebel Full Proof ; Rebel Single Barrel ; Rebel 100 Proof Wheated
Black Velvet	8	Black Velvet ; Black Velvet ; Black Velvet ; Black Velvet ; Black Velvet Reserve ; Black Velvet Reserve
The Pogues	8	The Pogues ; The Pogues ; The Pogues ; The Pogues West Cork ; The Pogues West Cork ; The Pogues West Cork
Sierra Norte	7	Sierra Norte Black Corn ; Sierra Norte White Corn ; Sierra Norte Purple Corn ; Sierra Norte Yellow Corn ; Sierra Norte Black Corn Single Barrel Mexican ; Sierra Norte White Corn Single Barrel Mexican
Fercullen	6	Fercullen ; Fercullen ; Fercullen Falls ; Fercullen The Gate Amarone Cask ; Fercullen Falls Irish Small Batch ; Fercullen Estate 3 The Gate Amarone Cask Influence
Port Charlotte	6	Port Charlotte ; Bruichladdich Port Charlotte ; Bruichladdich Port Charlotte Islay Barley ; Bruichladdich Port Charlotte Islay Barley 2013 ; Bruichladdich Port Charlotte Islay Barley 2014 ; Bruichladdich Port Charlotte Islay Barley 2011/2012
Chichibu	5	Chichibu Distillery II ; Chichibu Red Wine Cask ; Chichibu On The Way 2024 ; Chichibu Paris Edition 2024 ; Chichibu Paris Edition 2025
Kyro	5	Kyro Malt Rye ; Kyro Oloroso Malt Rye ; Kyro Peat Smoke Malt Rye ; Kyro Wood Smoke Malt Rye ; Kyro Sauna Stories №2 Apricot Brandy Cask Finish
Clan MacGregor	4	Clan MacGregor ; Clan MacGregor ; Clan MacGregor ; Clan MacGregor
Kurayoshi	4	Kurayoshi ; Kurayoshi ; Kurayoshi Sherry Cask ; The Kurayoshi Tottori
Restless Pony	4	Restless Pony ; Restless Pony ; Restless Pony Original ; Restless Pony Original
Wilton House	4	Wilton House ; Wilton House ; Wilton House Peated ; Wilton House Constable's Iberica
Eiregold	3	Eiregold ; Eiregold Special Reserve ; Eiregold Special Reserve
James King	3	James King Blend ; James King Blend ; James King Blend
Old Virginia	3	Old Virginia ; Old Virginia ; Old Virginia
The Gladstone Axe	3	The Gladstone Axe Black ; The Gladstone Axe American Oak ; The Gladstone Axe Malt American Oak
Auchroisk	2	Auchroisk Vintage 1990 ; Auchroisk Flora and Fauna
Catoctin Creek	2	Catoctin Creek Roundstone Rye CP ; Catoctin Creek Rye Distillers Edition
Glen Parker	2	Glen Parker ; Glen Parker
Jim Bardett	2	Jim Bardett ; Jim Bardett
Mackmyra	2	Mackmyra Bjorksav ; Mackmyra Moment Tolv
Rebel Yell	2	Rebel Yell KSBW ; Rebel Yell KSBW
The Glenlee	2	The Glenlee ; The Glenlee
Yamazakura	2	Yamazakura ; Yamazakura Fine Blend
Ballantine's Brasil	1	Ballantine's Brasil
Civitas	1	Civitas
Flannigans	1	Flannigans Irish Blend
Green Spot	1	Mitchells Green Spot
Jimsher	1	Jimsher Цинандалі
Lou Gal	1	Lou Gal French
Moonshine Runners	1	Moonshine Runners
Old Rip Van Winkle	1	Old Rip Van Winkle
Proper № Twelve	1	Proper № Twelve
Seagram's Gin	1	Seagram's Royal Stag Deluxe
Teerenpeli	1	Teerenpeli
Three Ships	1	Three Ships
