Jim Beam	44	Jim Beam ; Jim Beam ; Jim Beam ; Jim Beam ; Jim Beam Apple ; Jim Beam Apple
Bruichladdich	28	Bruichladdich ; Bruichladdich ; Octomore 13.3 ; Bruichladdich Organic ; Black Art 11 Bruichladdich ; Bruichladdich Black Art 11
Balvenie	21	Balvenie ; Balvenie ; Balvenie Montilla ; Balvenie Portwood ; Balvenie PortWood ; Balvenie DoubleWood
Glen Grant	16	Glen Grant ; Glen Grant ; Glen Grant ; Glen Grant ; Glen Grant ; Glen Grant
Tullibardine	13	Tullibardine ; Tullibardine ; Tullibardine Sovereign ; Tullibardine The Murray ; Tullibardine Vintage 1991 ; Tullibardine Sherry Finish
Arlett	10	Arlett ; Arlett Tourbe ; Arlett Explorer ; Arlett Original ; Arlett FFD Mizunara ; Arlett FFD Rhum Barbade
Ezra Brooks	9	Ezra Brooks ; Ezra Brooks ; Ezra Brooks 99 Proof ; Ezra Brooks 99 Proof ; Ezra Brooks Black Label ; Ezra Brooks Black Label
Koval	8	Koval ; Koval Millet ; Koval Rye Maple ; Koval Single Barrel ; Koval Rye Single Barrel ; Koval Rye Bottled in Bond
Connemara	7	Connemara ; Connemara ; Connemara Peated ; Connemara Original ; Connemara Original (Peated) ; Connemara Distillers Edition
AnCnoc	6	anCnoc ; anCnoc ; anCnoc ; AnCnoc Knockdhu ; AnCnoc 1975 Knockdhu ; AnCnoc Sherry Peated
Kingsbarns	6	Kingsbarns ; Kingsbarns ; Kingsbarns Doocot ; Kingsbarns Balcomie ; Kingsbarns Coaltown ; Kingsbarns Falkland
Ardnahoe	5	Ardnahoe Bholsa ; Ardnahoe Inaugural ; Ardnahoe Cask Strength ; Ardnahoe Infinite Loch ; Ardnahoe Infinite Loch
Fuyu	5	Fuyu ; Fuyu Barley ; Fuyu Mizunara ; Fuyu Mizunara Finish ; Fuyu Sochu Small Batch Barley
Spicebox	5	Spicebox Spiced ; Spicebox Pumpkin ; Spicebox Cinnamon ; Maison des Futailles Spicebox Chocolat ; Maison des Futailles Spicebox Ginger Bread
Glen Angel	4	Glen Angel ; Glen Angel ; Glen Angel ; Glen Angel
M&h Elements	4	M&H Elements ; M&H Elements Peated Malt ; M&H Elements Sherry Cask ; M&H Elements Red Wine Cask
Teaninich	4	Teaninich ; Teaninich Kokur ; Teaninich Flora and Fauna ; Teaninich Bourbon Hogshead The Yellow Edition
Clan Denny	3	Clan Denny Islay ; Clan Denny Highland ; Clan Denny Speyside
Glen Garioch	3	Glen Garioch ; Glen Garioch Faunder's Reserve ; Glen Garioch Founder's Reserve
Lagg	3	Lagg Kilmory ; Lagg Corriecravie ; Lagg Small Batch Palo Cortado Finish
River Proof Series	3	River Proof Series ; River Proof Series ; River Proof Series
Whisky of Voodoo	3	Spirit of Voodoo Blood Moon ; Spirit of Voodoo Mask of Death II ; Spirit of Voodoo The Dancing Cultist II
Berry Bros.	2	Berry Bros. Lochindaal 2010 Cask #4339 ; Longmorn Cask.71768 Berrys' (Berry Bros and Rudd)
David Nicholson	2	David Nicholson 1843 ; David Nicholson Reserve
Greenbar	2	Greenbar Slow Hand ; Greenbar Slow Hand Organic
Kilkerran	2	Kilkerran ; Kilkerran Heavily Peated
Noble Rebel	2	Noble Rebel Smoke Symphony ; Noble Rebel Orchard Outburst
Scottish Deer	2	Scottish Deer ; Scottish Deer
Tokinoka	2	Tokinoka Black ; Eigashima Shuzo Tokinoka White Oak Distillery
Aber Falls	1	Aber Falls
Big Peat	1	Big Peat Small Batch
Deep River	1	Deep River
Glen Barley	1	Glen Barley №3
Hinotori	1	Hinotori
Kentucky Vintage	1	Kentucky Vintage
Mccarthy's	1	McCarthy's
Noah's Mill	1	Noah's Mill
Parker's Heritage	1	Parker's Heritage Collection
Rock Island	1	Rock Island Sherry Edition
Smokey Joe	1	Smokey Joe
The Hakushu	1	The Hakushu Suntory Distiller's Reserve
Waterproof	1	Waterproof
