Glenfarclas	34	Glenfarclas ; Glenfarclas ; Glenfarclas ; Glenfarclas ; Glenfarclas ; Glenfarclas
Glenallachie	25	GlenAllachie ; GlenAllachie ; GlenAllachie ; GlenAllachie ; GlenAllachie ; GlenAllachie
Laphroaig	18	Laphroaig ; Laphroaig ; Laphroaig ; Laphroaig ; Laphroaig ; Laphroaig PX
Wemyss Malts	14	The Hive Wemyss Malts ; The Hive Wemyss Malts ; The Hive Wemyss Malts ; Wemyss Malts The Hive ; Wemyss Malts The Hive ; Spice King Wemyss Malts
Cadenhead	11	Cadenhead Tomatin ; Cadenhead Benriach ; Cadenhead Burnside ; Cadenhead Auchroisk ; Cadenhead Ben Nevis ; Cadenhead's 7 Stars
Mossburn	10	Mossburn Island ; Mossburn Speyside ; Mossburn №1 Vintage Casks ; Mossburn Vintage casks Glen spey ; Mossburn Vintage Casks №8 Dufftown ; Mossburn Vintage Casks №16 Mannochmore
The Quiet Man	9	The Quiet Man ; The Quiet Man ; The Quiet Man ; The Quiet Man ; The Quiet Man ; The Quiet Man
Teacher's	8	Teacher's ; Teacher's ; Teacher's ; Teacher's Highland Cream ; Teacher's Highland Cream ; Teacher's Highland Cream
Isle of Skye	7	Isle of Skye ; Isle of Skye ; Isle of Skye ; Isle Of Skye ; Ian Macleod Distillers Isle of Skye ; Talisker From the Oldest Distillery on the Isle of Skye
Darkness!	6	Darkness! Darkness ; Darkness! Darkness! Strathisla ; Darkness! Darkness! Campbeltown ; Darkness! Darkness Bowmore Moscatel Cask Finish ; Darkness! Darkness Linkwood Oloroso Cask Finish ; Darkness! Darkness Strathisla Moscatel Cask Finish
Penelope	6	Penelope Rose ; Penelope Toasted ; Penelope Architect ; Penelope Four Grain ; Penelope Barrel Strength ; Penelope Bourbon Barrel Strength
Breckenridge	5	Breckenridge Blend ; Breckenridge Rum Cask ; Breckenridge PX Cask Finish ; Breckenridge Port Cask Finish ; Breckenridge Distiller's High Proof
Islay Mist	5	Islay Mist ; Islay Mist Deluxe ; Islay Mist Original ; Islay Mist Original ; Islay Mist Original Peated Blend
Carpathian	4	Carpathian Shiraz ; Carpathian Shiraz ; Carpathian Palo Cortado ; Carpathian Palo Cortado
Knockando	4	Knockando ; Knockando ; Knockando ; Knockando Vintage 1994
Remus	4	Remus ; Remus Gatsby ; Remus Highest Rye ; Remus Repeal Reserve
Westward	4	Westward ; Westward Pinot Noir Finish ; Westward Stout Cask Finish ; Westward Single Barrel Belgium Ardennes
Eddu	3	Eddu Grey Rock ; Eddu Silver Pure Buckwheat ; Eddu Silver Broceliande Pure Buckwheat
Hatozaki	3	Hatozaki ; Hatozaki Kaikyo ; Hatozaki Triple Cask Reserve
Nikka Whisky	3	Nikka ; Nikka Gold&Gold Kabuto ; Nikka Gold & Gold Samurai
Springbank	3	Springbank ; Springbank ; Springbank
Alexander	2	Alexander ; Alexander Aqva Di Vita Amarone Cask Finish
Canmore	2	Canmore ; Canmore
Franks Fiddle	2	Franks Fiddle Pineapple ; Franks Fiddle Blackberry
Jefferson's	2	Jefferson's ; Jefferson's Ocean
Lot №40	2	Lot №40 Rye ; LOT NO. 40 Rye Copper Pot Distilled
Pikesville	2	Pikesville ; Pikesville
The Busker	2	Busker ; Busker Triple Cask Triple Smooth
Woody Creek	2	Woody Creek Distillers Colorado ; Woody Creek Distillers Colorado Rye
Azabu	1	Azabu
Catcher's Rye	1	Catcher's Rye
FEW	1	FEW
Grass Widow	1	Grass Widow
Isle of Harris	1	Isle of Harris The Hearach
Leopold Bros	1	Leopold Bros Peach
Misaki	1	Misaki
Old Forester	1	Old Forester
Platte Walley	1	Platte Walley Corn
Scots Earl	1	Scots Earl
Take It To The Brig	1	Take It to the Brig
The Woodsman	1	The Woodsman
