Johnnie Walker	41	Johnnie Walker XR ; Johnnie Walker Red ; Johnnie Walker Red Soul ; Johnnie Walker Red Soul ; Johnnie Walker Red Label ; Johnnie Walker Red Label
Hart Brothers	28	Hart Brothers ; Hart Brothers Girvan ; Hart Brothers Brackla ; Hart Brothers Dalmore ; Hart Brothers Tomatin ; Hart Brothers Benriach
Hankey Bannister	20	Hankey Bannister ; Hankey Bannister ; Hankey Bannister ; Hankey Bannister Regency ; Hankey Bannister Original ; Hankey Bannister Original
Tomintoul	15	Tomintoul ; Tomintoul ; Tomintoul ; Tomintoul Peaty ; Tomintoul Oloroso ; Monologue Tomintoul
Benromach	12	Benromach ; Benromach ; Benromach ; Benromach ; Benromach Organic ; Benromach Heritage
Dunville's	10	Dunville's PX ; Dunville's PX ; Dunville's 1808 ; Dunvilles Blend ; Dunvilles Oloroso ; Dunville's Dead Island
John Barr	9	John Barr ; John Barr ; John Barr ; John Barr ; John Barr Reserve ; John Barr Reserve
Murray Mcdavid	8	Murray McDavid Mortlach ; Macallan 1968 Mission (Murray McDavid) ; Bunnahabhain 1976 Mission (Murray McDavid) ; Caol Ila 1980 Jim McEwan's Celtic Heartlands ; Murray McDavid Alainn (Bowmore Laphroaig) 1989 Sherry ; Murray McDavid Air Leth (Bowmore Caol ila Laphroaig North British) 1988
Dewar Rattray	7	Dewar Rattray Cask Islay ; Dewar Rattray Stronachie ; Dewar Rattray Stronachie ; Dewar Rattray Cask Speyside ; Dewar Rattray Glenrothes 1986 ; Dewar Rattray Auchentoshan 1998
Boulder	6	Boulder ; Boulder New ; Boulder Peated Malt ; Boulder Bottled in Bond ; Boulder Spirits-Bottled in Bond ; Boulder American Port Cask Finish
Mac Talla	6	Mac-Talla Flora Peated ; Mac-Talla Strata Morrison ; Mac-Talla Terra Classic Islay ; Mac-Talla Terra Classic Morrison ; Mac-Talla Mara Cask Strength Morrison ; Mac-Talla Flora Lightly Peated Morrison
Ben Nevis	5	Ben Nevis ; Ben Nevis Coire Leis ; Ben Nevis Traditional ; Ben Nevis 1962 at Birth ; Ben Nevis Traditional Peated Malt
Glen Scanlan	5	Glen Scanlan ; Glen Scanlan ; Glen Scanlan ; Glen Scanlan ; Glen Scanlan
Antiquary	4	Antiquary ; Antiquary ; Antiquary ; Antiquary Red
Glenlossie	4	Glenlossie ; Glenlossie ; Glenlossie Vintage 1993 ; Glenlossie Flora and Fauna
Mitchell's	4	Blue Spot ; Yellow Spot ; Mitchells Green Spot ; Mitchells Yellow Spot
The Epicurean	4	Douglas Laing The Epicurean ; The Epicurean Ruby Port Edition ; The Epicurean Tawny Port Finish ; The Epicurean Single Rivesaltes Wine Cask
Cooper's Choice	3	Cooper's Choice Dailuaine 2011 Port Wood Finish ; Cooper's Choice Inchgower 2011 Oloroso Cask Finish ; Strathisla 1969 The Coopers Choice (The Vintage Malt)
Glen Ord	3	Glen Ord Vintage 1990 ; Glen Ord Vintage 1997 ; Glen Ord 1973 Rare Malts Selection
Longrow	3	Longrow ; Longrow ; Longrow
Royal Lochnagar	3	Royal Lochnagar ; Royal Lochnagar Vintage 1997 ; Douglas Laing Royal Lochnagar
Wise Salmon	3	Wise Salmon ; Wise Salmon ; Wise Salmon
Brenne	2	Brenne ; Brenne Estate Cask
D.u.c	2	D.U.C Double Cask ; D.U.C Triple Cask
Heaven's Door	2	Heaven's Door Tennessee ; Heaven's Door Double Barrel
Kirkcowan	2	Kirkcowan ; Bladnoch Kirkcowan
O Brian	2	O'Brian ; O'Brian
Slaur Sardet	2	Slaur Sardet River Queen ; Slaur Sardet Glen Scanlan
Trail's End	2	Trail's End ; Trail's End
Ailsa Bay	1	Ailsa Bay
Bonailie	1	Bonailie
Dram Loch	1	Dram Loch
Glengannon	1	Glengannon
Hunter Laing	1	Hunter Laing Old & Rare Tullibardine
Koriyama	1	Koriyama
McGibbon's	1	McGibbon's Ribbon
O Dohertys	1	O'Dohertys
Peanut Butter	1	Skrewball Peanut Butter
Roseisle	1	Roseisle Special Release 2024
Spearhead	1	Spearhead
The Kurayoshi	1	The Kurayoshi Tottori
Wilson&ford	1	Wilson&Ford
