yoichi	Yoichi	distillery	JP			Nikka Whisky Distilling	single malt	medium			unverified	low	https://nonjatta.blogspot.com/search?q=yoichi+peat https://en.wikipedia.org/wiki/Yoichi_distillery	Nikka's original 1934 Hokkaido distillery, coal-fired direct-flame stills; traditionally the peatier/smokier half of Nikka's pair (vs Miyagikyo). Wikipedia's own distillery article is a peat-silent stub; the only citation reachable this session is a Nonjatta blog search hit titled "Yoichi 12 - fruit and peat" -- real but weak evidence. Official Nikka pages, distiller.com, dekanta.com and whisky.com/whiskybase were all blocked (403/404/cert errors) this session. Set medium rather than heavy since Yoichi is generally described as less extreme than Islay's heaviest malts, but a human should re-verify against a stronger source. One of this batch's highest-value rows per the brief.
miyagikyo	Miyagikyo	distillery	JP			Nikka Whisky Distilling	single malt	unknown			unverified	high	https://en.wikipedia.org/wiki/Miyagikyo_distillery	Nikka's second (1969) distillery near Sendai, built deliberately as a lighter/fruitier counterpart to Yoichi (steam-heated stills vs Yoichi's coal-fired ones). Whisky-writer consensus is unpeated/very light, but no source stating this explicitly was reachable this session (official Nikka pages 403, distiller.com 404, dekanta.com 404, nonjatta index pages carried no body text) -- left unknown rather than asserted from recall alone.
highland-park	Highland Park	distillery	GB-SCT	islands	highland	Edrington	single malt	medium			unverified	high	https://en.wikipedia.org/wiki/Highland_Park_distillery	Orkney distillery. Wikipedia (fetched this session): "Highland Park uses the local peat, which contains a higher proportion of heather than many other peats" -- moderate, heather-inflected smoke rather than Islay-heavy. Same facts as existing rows in batches 13/16; slug reused.
sir-edwards	Sir Edward's	blend	GB-SCT			La Martiniquaise (Bardinet)	blend	unknown			unverified	low	https://en.wikipedia.org/wiki/La_Martiniquaise	Wikipedia's La Martiniquaise article lists "Sir Edward's" under its Blended Scotch whisky brands, alongside Cutty Sark and Label 5, confirming French ownership -- this project's own be/CLAUDE.md independently records "Bardinet" as the legal producer read off a real winebutik detail page, and the same Wikipedia article's later acquisitions are captioned "La Martiniquaise-Bardinet", so the two sources agree it is one group. No citation found for the base range's own peat level, left unknown. This batch's own sample "Sir Edwards Smoky" is the brief's own worked example of a distinctly smoky/peated expression of the SAME producer -- captured as a rule below rather than a second producer row, per the brief's explicit instruction.
glen-clan	Glen Clan	blend	GB-SCT			Glen Turner	blend	unknown			unverified	low		Legal producer "Glen Turner" per this project's own be/CLAUDE.md, read directly off a real alcomag/winebutik detail page's "Виробник" field (first-party scrape evidence, not a URL fetched this session, hence no sourceUrls here). This batch's only sample, "Glen Clan Smoky Peated Blend", names its own peat character directly in the product name -- captured as a rule below; base/default peatProfile left unknown since no non-smoky expression is evidenced.
glen-turner	Glen Turner	brand	GB-SCT	speyside	speyside	La Martiniquaise	single malt	none	glen-moray		unverified	high	https://en.wikipedia.org/wiki/La_Martiniquaise https://en.wikipedia.org/wiki/Glen_Moray_distillery	La Martiniquaise's own Wikipedia brand list piped-links "Glen Turner" to the Glen Moray distillery article ([[Glen Moray distillery|Glen Turner]]) -- i.e. Glen Moray's malt sold under a second brand name; there is no independent "Glen Turner" whisky article (that title belongs to a rugby league player). parentSlug=glen-moray, a real distillery already present with its own citations in batches 05/12/16 of this project, not re-emitted here. Same slug and facts as batch 12's existing row for consistency.
highland-baron	Highland Baron	blend	GB-SCT					unknown			unverified	low		Own-label blended Scotch, 4 products in this batch. No web presence found this session (Wikipedia search returned nothing on point); country/type per the catalogue's own guess.
edderwick	Edderwick	blend	GB-SCT					unknown			unverified	low		Own-label blended Scotch, 3 products in this batch. No web presence found this session.
barclays	Barclays	blend	GB-SCT					unknown			unverified	low		Own-label blended Scotch (not the bank), 2 products in this batch. No web presence found this session.
charlie-parrys-mallows	Charlie Parry's Mallows	blend	US					unknown			unverified	unknown		"Mallows" suggests a marshmallow-flavoured novelty bourbon liqueur rather than a straight whiskey. Producer not identified this session; searches returned nothing on point.
