early-times	Early Times	blend	US			Sazerac Company	bourbon	none			unverified	high	https://en.wikipedia.org/wiki/Early_Times	Verified via Wikipedia (opened this session): Kentucky whiskey founded 1860, Brown-Forman owned it 1923-2020, sold to Sazerac Company mid-2020 alongside Canadian Mist. Domestically labeled "Kentucky Whisky" (some used-barrel-aged stock falls just short of the US bourbon standard) but marketed as bourbon internationally; kept defaultTypeName=bourbon as the catalogue's working category. No peat; bourbon.
easy-rider	Easy Rider	blend	US			Hood River Distillers	bourbon	none			unverified	high	https://easyriderwhiskey.com/about	Corrected from unresolved/unknown: real brand, "Easy Rider Kentucky Straight Bourbon Whiskey," sourced and bottled by Hood River Distillers (Hood River, Oregon; official site opened), aged 4 years, motorcycle-culture branding tied to the 1969 film. Source distillery not disclosed. No peat mentioned.
ecosse-g	Ecosse G	blend	GB-SCT			Brave New Spirits Ltd	grain	none		brave-new-spirits	unverified	high	https://iwsc.net/results/detail/132621/ecosse-g-12-yo-single-grain-scotch-whisky https://barshop.am/en/product/whisky-ecosse-g-aged-12-years-single-grain-scotch-whisky-fini-en-barriques-de-cognac-xo-glasgow-scotland-43-0-7l/	Corrected from low/unresolved: real brand, a 12yo single grain Scotch finished in French Cognac/wine barriques, one of Brave New Spirits Ltd's volume brands (independent bottler, Glasgow, est. 2020 - IWSC listing opened confirms both). No peat mentioned (candied orange/oak notes). Source grain distillery undisclosed. Added brave-new-spirits as a new bottler row.
fitzwilliam	Fitzwilliam	brand	IE			BBC Spirits		light	great-northern-distillery		unverified	high	https://www.bbcspirits.com/gb/whiskies/683-whiskey-ireland-fitzwilliam-irish-blended-whiskey.html https://whiskipedia.com/distilleries/great-northern/	Corrected from low: Fitzwilliam is BBC Spirits' (French distributor) brand, distilled at Great Northern Distillery, Dundalk (both pages opened this session); range spans grain/malt/pot still/blended so defaultTypeName left empty. The Blended expression's own product page states "a touch of peat" / "a peat note towards the end of the palate" - the brand owner's own page, so peatProfile=light rather than unknown. GND separately sells a "Peated Single Malt" under this brand (see rule.tsv). Added great-northern-distillery as a new parent-distillery row.
flannigans	Flannigans	blend	IE			Irish Premium Spirits Company	blend	none			unverified	high	https://www.whiskybase.com/whiskies/whisky/97223/flannigans-blended-irish-whiskey https://www.whiskybase.com/whiskies/brand/85360/flannigans	Corrected from low: real brand, Flannigans Blended Irish Whiskey, produced by Irish Premium Spirits Company and bottled for Morrisons Supermarkets (UK), 40% ABV, soft citrus-led blend. No peat mentioned anywhere. (Whiskybase's own pages blocked direct fetch this session; corroborated by convergent independent search listings, incl. IWSC, agreeing on producer/bottler.)
fuji	Fuji	distillery	JP			Kirin Holdings (Kirin Distillery Company)		unknown			unverified	high	https://en.wikipedia.org/wiki/Fuji_Gotemba_distillery	Verified via Wikipedia (opened): Fuji Gotemba distillery, Shizuoka, established 1972 by Kirin Seagram, now Kirin Distillery Company; range spans Single Grain/Single Malt/Blended so defaultTypeName stays empty. Corrected peatProfile from none to unknown: nothing opened this session confirms the range is unpeated, and it should not be guessed. (The seed round's Kirin PDF would not render as text this session, so it is dropped as a citation; Wikipedia's distillery article is used instead.)
galtee-mountain-boy	The Galtee Mountain Boy	blend	IE			Three Counties Spirits Ltd	blend	none			unverified	high	https://caskcartel.com/products/the-galtee-mountain-boy-irish-whiskey-700ml	Corrected from low/unresolved: real brand, produced by Three Counties Spirits Ltd (Clonmel, Co. Tipperary), a triple-distilled grain-and-malt blend matured in ex-bourbon casks (sources vary on exact age/ratio). No peat mentioned. Named for the Irish folk ballad, as the seed note already said.
glant-bernard	Glant Bernard	blend	GB-SCT			Polini Distillates, Wines & Beverages	blend	none			unverified	high	https://maudau.com.ua/product/shotlandskyi-viski-scotch-whisky-glant-bernard-0-7l-40	Corrected from unknown: real product, "Glant Bernard 3yo Blended Scotch Whisky," 40%, marketed by the Italian group Polini Distillates, Wines & Beverages for Eastern-European export (distilled/matured in Scotland per the opened product page). Honey/caramel/fruity profile, no peat. countryCode corrected from XX to GB-SCT - it is Scotch whisky; the Italian marketer is captured in owner instead.
glen-barley	Glen Barley	blend	GB-SCT				blend	none			unverified	low		Searched this session (plain name, plus the "No 3"/export angle); found only that it is listed for sale in 0.7L format on a Ukrainian retail aggregator, with no page that would open to give producer/bottler details. Left as an ordinary own-label blended Scotch per the long-tail default; peatProfile=none is the category convention only, not brand evidence.
glen-broch	Glen Broch	blend	GB-SCT	speyside	speyside	Quality Spirits International	single malt	none			unverified	high	https://iwsc.net/results/detail/72820/glen-broch-single-malt-scotch-whisky	Corrected from low/unresolved: real range, "Glen Broch ... Single Malt Scotch Whisky" (10/12/25yo plus a Bourbon Cask Finish), bottled by Quality Spirits International - also behind Glengannon and Grangestone in this batch. IWSC's own listing (opened) states region=Speyside; a separate retailer had said Highland, but the structured IWSC data is preferred. No peat mentioned anywhere. kind kept as blend since the source distillery itself is undisclosed even though the product is single malt (see defaultTypeName).
