west-cork	West Cork	distillery	IE			West Cork Distillers		none			unverified	low	https://en.wikipedia.org/wiki/Irish_whiskey https://www.westcorkdistillers.com/about-us/	Range spans blended and single pot still (base, IPA Cask, Rum Cask, Pot Still); type left empty. Own site shows no peat mention; Irish whiskey conventionally unpeated outside named exceptions (Connemara, Pearse, Dunville's).
macallan	Macallan	distillery	GB-SCT	speyside	speyside	Edrington	single malt	none			unverified	high	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland https://en.wikipedia.org/wiki/The_Macallan_distillery	Classic unpeated Speyside malt; sherry- and bourbon-seasoned oak maturation, no peat mentioned anywhere in sourced material.
bladnoch	Bladnoch	distillery	GB-SCT	lowland	lowland	David Prior	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland https://en.wikipedia.org/wiki/Bladnoch_distillery	Lowland style is conventionally the least peated in Scotland; the Wikipedia article only documents historical (1887) peat-fired kilning, not a current spec, so confidence is low.
glenlivet	Glenlivet	distillery	GB-SCT	speyside	speyside	Chivas Brothers	single malt	none			unverified	high	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland https://en.wikipedia.org/wiki/The_Glenlivet_distillery	Classic unpeated Speyside malt, bourbon and French oak casks; no peat mentioned.
old-rare	Old & Rare	bottler	GB-SCT			Hunter Laing & Co		unknown			unverified	low	https://hunterlaing.com/	Hunter Laing's "Old & Rare Platinum Selection" single-cask range; each release names its source distillery. Distillery rows added for the samples: Arran, Dufftown, Glenturret, Bunnahabhain, Glen Garioch, Highland Park. Parent company "Hunter Laing" itself is not emitted as its own row here; another batch may.
arran	Arran	distillery	GB-SCT	islands	highland	Isle of Arran Distillers Ltd	single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Reference file lists the site as "Lochranza". Arran also bottles a heavily-peated Machrie Moor line alongside its unpeated core range; not disambiguated here since this row only supports resolving "Old & Rare Arran" — left unknown rather than guess which style a bottling is.
dufftown	Dufftown	distillery	GB-SCT	speyside	speyside	Diageo	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Standard unpeated Speyside malt, mostly used for blending and for Singleton of Dufftown.
glenturret	Glenturret	distillery	GB-SCT	highland	highland	Lalique Group	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Standard unpeated Highland malt.
bunnahabhain	Bunnahabhain	distillery	GB-SCT	islay	islay	Distell	single malt	none			unverified	high	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland https://en.wikipedia.org/wiki/Bunnahabhain_distillery https://en.wikipedia.org/wiki/Islay	Wikipedia: "one of the milder single malt Islay whiskies"; the Islay article groups it with Bowmore/Bruichladdich/Caol Ila as "substantially lighter in taste" than Laphroaig/Ardbeg. Core range unpeated; its Mòine range is heavily peated (see rule.tsv) per the research brief's own worked example — that specific pairing was not independently re-verified via an opened source.
glen-garioch	Glen Garioch	distillery	GB-SCT	highland	highland	Suntory Global Spirits	single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Historically used peated malt until the mid-1990s, then switched to unpeated; current status not directly confirmed in sourced material, left unknown rather than guess.
highland-park	Highland Park	distillery	GB-SCT	islands	highland	Edrington	single malt	medium			unverified	high	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland https://en.wikipedia.org/wiki/Highland_Park_distillery	Wikipedia: "Highland Park uses the local peat, which contains a higher proportion of heather than many other peats" — moderate, heather-inflected peat, not Islay-heavy.
an-orkney	An Orkney	brand	GB-SCT	islands	highland	Edrington	single malt	medium	highland-park		unverified	low	https://en.wikipedia.org/wiki/Highland_Park_distillery	Known undisclosed/teaspoon brand for Highland Park, named explicitly as a sibling pair in this research task's own brief; peat level assumed identical to parent since it is reportedly the same liquid under another label.
speyburn	Speyburn	distillery	GB-SCT	speyside	speyside	Inver House Distillers	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Standard unpeated Speyside malt.
craigellachie	Craigellachie	distillery	GB-SCT	speyside	speyside	John Dewar & Sons	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Distinctive meaty/sulphury worm-tub character but unpeated; core Dewar's blending malt.
first-editions	First Editions	bottler	GB-SCT			Hunter Laing & Co		unknown			unverified	low	https://hunterlaing.com/	Hunter Laing's "The First Editions" single-cask range; samples name Speyburn and Craigellachie (both added as distillery rows). Input brand string is singular "First Edition" — aliased below.
maltbarn	Maltbarn	bottler	DE			Maltbarn		unknown			unverified	high	https://www.maltbarn.com/en/maltbarn-whisky/	German independent bottler and retailer ("Purveyors of Taste"); own site: "We at Maltbarn offer a select choice of whiskies both under our own label and from other bottlers." Samples name Tullibardine, Ben Nevis, Inchgower, Glenburgie, Blair Athol (all added as distillery rows); "Islay Malt" sample too generic to name a specific distillery.
tullibardine	Tullibardine	distillery	GB-SCT	highland	highland	Picard Vins & Spiritueux	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Standard unpeated Highland malt.
ben-nevis	Ben Nevis	distillery	GB-SCT	highland	highland	Nikka Whisky Distilling Co Ltd	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Standard range unpeated; owned by Nikka (Asahi Group) since 1989. Occasional peated limited releases exist but are not the house default.
glenburgie	Glenburgie	distillery	GB-SCT	speyside	speyside	Chivas Brothers	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Standard unpeated Speyside malt, key Ballantine's blending component.
blair-athol	Blair Athol	distillery	GB-SCT	highland	highland	Diageo	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Standard unpeated Highland malt, key Bell's blending component.
inchgower	Inchgower	distillery	GB-SCT	speyside	speyside	Diageo	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Standard unpeated Speyside malt, mostly Diageo/Bell's blending stock; also a standalone brand in this batch (Inchgower Flora&Fauna).
smokehead	Smokehead	brand	GB-SCT	islay	islay	Ian Macleod Distillers	single malt	heavy			unverified	high	https://en.wikipedia.org/wiki/Ian_Macleod_Distillers	Marketed explicitly as a heavily-peated Islay single malt (the "Smokehead" name is built on that identity). Source distillery is officially undisclosed by Ian Macleod; widely rumoured in the trade press to be Bunnahabhain but not confirmed by the producer, so parentSlug is left empty per the brief's rule 3 on undisclosed labels.
