grants	Grant's	blend	GB-SCT			William Grant & Sons	blend	none			unverified	high	https://en.wikipedia.org/wiki/Grant%27s	Core range (Triple Wood etc.) is standard blended Scotch, no peat mentioned across variant descriptions; separate "Triple Wood Smoky" expression has a non-peat smoky character from cask finish, per rule row (not a peat claim).
aberlour	Aberlour	distillery	GB-SCT	speyside	speyside	Chivas Brothers	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Aberlour_distillery	Standard unpeated sherried Speyside malt; extremely well-established, equivalent tier to Macallan/Glenfiddich.
glen-scotia	Glen Scotia	distillery	GB-SCT	campbeltown	campbeltown	Loch Lomond Group	single malt	light			unverified	low	https://en.wikipedia.org/wiki/Glen_Scotia_distillery	Distillery explicitly uses unpeated, medium-peated AND heavily-peated malt across its range (cited source); core range profile described as toffee/maritime/"hint of smoke" so set to light at producer level, but this genuinely varies by expression - review if a specific heavily-peated bottling (e.g. a "Peated" release) appears in the catalogue.
lost-distillery	The Lost Distillery	blend	GB-SCT			The Lost Distillery Company	blend	unknown			unverified	low		Recreates flavour profiles of historic CLOSED Scottish distilleries via blending malt from currently-operating distilleries (not the original spirit). Named releases in samples (Lossit=historic Islay, Towiemore=historic Speyside, Stratheden=historic Lowland/Fife, Dalaruan/Jericho=historic Campbeltown) plausibly differ in peat character by design - deliberately left unknown rather than averaged. Could not reach the official site this session (domain lapsed/unreachable); worth a human pass to split into per-release rows.
atom	Atom	bottler	GB-ENG					unknown			unverified	high	https://atombrands.com/	Atom Brands (confirmed parent of That Boutique-y Whisky Company) - independent bottler. Samples name Macduff and Longmorn (Scotch malt distilleries, rows added), Heaven Hill (US bourbon distillery, row added), plus own "World Blend" and undisclosed "Atom Irish #1/#2".
macduff	Macduff	distillery	GB-SCT	highland	highland	John Dewar & Sons	single malt	unknown			unverified	unknown	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Region/owner from local Wikipedia-derived authority file; peat level not verified this session.
longmorn	Longmorn	distillery	GB-SCT	speyside	speyside	Chivas Brothers	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland	Classic unpeated Speyside malt by general reputation; not distillery-specifically verified this session beyond the authority file's region/owner.
heaven-hill	Heaven Hill	distillery	US			Heaven Hill Brands	bourbon	none			unverified	high	https://en.wikipedia.org/wiki/Heaven_Hill	Kentucky straight bourbon distillery, Bardstown; bourbon is categorically unpeated.
mh	M&H	distillery	IL				single malt	none			unverified	high	https://mh-distillery.com/product/elements-peated/	Israeli (Tel Aviv) single malt distillery. Their "Elements Peated"/"Elements Lightly Peated" line (ex-Islay casks) is a distinct, explicitly-labelled exception to the otherwise-unpeated Classic/Elements range - already covered by the central "peated"/"lightly peated" global keyword rules, no producer-specific rule added here.
templeton-rye	Templeton Rye	blend	US				rye	none			unverified	high	https://en.wikipedia.org/wiki/Templeton_Rye https://en.wikipedia.org/wiki/Rye_whiskey	American rye whiskey, historically distilled by MGP of Indiana under contract (plus an added flavoring formulation per Wikipedia), now transitioning to its own Iowa distillery; American rye is categorically unpeated.
suntory	Suntory	blend	JP			Suntory Holdings		none			unverified	low	https://en.wikipedia.org/wiki/Hibiki_(whisky)	Umbrella brand name covering multiple distinct Suntory malts/grains/blends - Hakushu, Chita and Hibiki are modeled as separate rows since their facts differ. This generic row is a low-confidence fallback for catalogue rows tagged only "Suntory" (e.g. Toki, Ao) with no more specific in-name match; a handful of limited/special Suntory editions ARE peated (see hakushu note) so do not treat this as a guarantee.
hakushu	Hakushu	distillery	JP			Suntory	single malt	light			unverified	low	https://en.wikipedia.org/wiki/Hakushu_distillery	Main range (Distiller's Reserve/12/18/25) is generally described as subtly smoky/herbaceous per common tasting notes (not directly quoted by the cited source); a separate 2013 "Heavily Peated" LIMITED bottling exists distinct from the main range per the same source - not covered by this row's peat value.
chita	Chita	distillery	JP			Suntory	grain	none			unverified	high	https://en.wikipedia.org/wiki/Chita_distillery	Single grain whisky; official infobox states "Light taste, Citrus notes, Medium finish" - no peat, as expected for grain whisky.
