Aberargie	aberargie	any	
Aberargie distillery	aberargie	any	
Abhainn Dearg	abhainn-dearg	any	
Abhainn Dearg distillery	abhainn-dearg	any	
Annandale	annandale	any	
Annandale distillery	annandale	any	
Man O' Words	man-o-words	any	
Man O'Words	man-o-words	any	alternate apostrophe spacing
Man O' Sword	man-o-sword	any	
Man O'Sword	man-o-sword	any	alternate apostrophe spacing
Arbikie	arbikie	any	
Arbikie distillery	arbikie	any	
Ardgowan	ardgowan	any	
Ardgowan distillery	ardgowan	any	
Ardross	ardross	any	
Ardross distillery	ardross	any	
Ballindalloch	ballindalloch	any	
Ballindalloch distillery	ballindalloch	any	
Balmaud	balmaud	any	
Balmaud distillery	balmaud	any	
Balmenach	balmenach	any	
Balmenach distillery	balmenach	any	
Ben Cumhaill	ben-cumhaill	any	
Ben Cumhaill distillery	ben-cumhaill	any	
Benbecula	benbecula	any	
Benbecula distillery	benbecula	any	
Blackness	blackness	brand	ordinary English word, brand-scope only
Blackness distillery	blackness	any	
Bonnington	bonnington	any	
Bonnington distillery	bonnington	any	
Borders	borders	brand	common geographic word, brand-scope only
The Borders distillery	borders	any	
Borders distillery	borders	any	
Brora	brora	any	
Brora distillery	brora	any	
Burn O'Bennie	burn-o-bennie	any	
Burn O'Bennie distillery	burn-o-bennie	any	
Cabrach	cabrach	any	
Cabrach distillery	cabrach	any	
The Cabrach	cabrach	any	
Cairn	cairn	brand	common word (stone marker), brand-scope only
The Cairn	cairn	any	distillery's own marketing name
Cairn distillery	cairn	any	
Deerness	deerness	any	
Deerness distillery	deerness	any	
Dornoch	dornoch	any	
Dornoch distillery	dornoch	any	
Thompson Bros	thompson-bros	any	
Dunphail	dunphail	any	
Dunphail distillery	dunphail	any	
Eden Mill	eden-mill	any	
Eden Mill distillery	eden-mill	any	
Falkirk	falkirk	brand	common place name, brand-scope only
Falkirk distillery	falkirk	any	
Galloway	galloway	brand	well-known region name, brand-scope only
Galloway distillery	galloway	any	
Crafty distillery	galloway	any	former name of this distillery until 2025
Sassenach	sassenach	any	
The Sassenach	sassenach	any	
Glasgow	glasgow-1770	brand	generic city name, brand-scope only; new alias not yet in out/04
Glasgow distillery	glasgow-1770	any	new alias not yet in out/04
Glendullan	glendullan	any	
Glendullan distillery	glendullan	any	
Glengyle	glengyle	any	
Glengyle distillery	glengyle	any	
Kilkerran	kilkerran	any	
GlenWyvis	glenwyvis	any	
GlenWyvis distillery	glenwyvis	any	
Harris	isle-of-harris	brand	common surname/place, brand-scope only; new alias not yet in out/15
Isle of Harris distillery	isle-of-harris	any	new alias not yet in out/15
The Hearach	the-hearach	any	see note on the-hearach producer row re out/15 alias conflict
Hearach	the-hearach	any	
Holyrood	holyrood	any	
Holyrood distillery	holyrood	any	
Embra	embra	any	
Inchdairnie	inchdairnie	any	
Inchdairnie distillery	inchdairnie	any	
Jackton	jackton	any	
Jackton distillery	jackton	any	
