barclays	Barclays	blend	GB-SCT					unknown			unverified	low		Own-label blended Scotch (not the bank), 2 products in this batch. No web presence found this session.	barclays	2	Barclays
barts	Bart's	blend	IE					unknown			unverified	unknown		No web presence found this session (official domain unreachable, Wikipedia search returned nothing but Simpsons/Ireland false positives). Alias kept at any-scope only after judgement that "Bart's" (6 chars incl. apostrophe) is a reasonably distinctive token for a whisky catalogue -- flag for reviewer if this proves too permissive.	barts|barts xs edition	2	Bart's ; Bart's XS Edition
bastille	Bastille	blend	FR					unknown			unverified	low		Product names repeat French-Revolution imagery ('1789', 'No.7 1789'), the basis for countryCode=FR; 'Daucourt' (in one sample) is confirmed on Wikipedia to be only a French surname, not a spirits company, so that lead was dropped rather than guessed at	bastille	2	Bastille 1789 ; Daucourt Bastille №7 1789
bayadera	Bayadera	blend	UA					unknown			unverified	unknown		Could not identify what this producer actually is. Samples ("Whiskey and Apple Juice", "Penicillin (Пеніцилін) 11 порцій") read as a flavoured/cocktail-kit product line (Penicillin is a well-known Scotch cocktail) rather than a conventional whisky brand; no dedicated Wikipedia article found. REVIEWER FLAG: this is a different entity from the "bayadera" store already in this codebase (a Ukrainian retailer) - no technical collision since producers and stores are separate tables, but worth a human sanity check on whether these SKUs belong in the whisky KB at all.	bayadera	2	Penicillin (Пеніцилін) 11 порцій ; Whiskey and Apple Juice
beara	Beara	blend	IE					unknown			unverified	unknown		Possibly named for the Beara Peninsula, Co. Cork; no producer/distillery identified this session (official domain unreachable). defaultTypeName left empty: catalogue types the bare "Beara" sample as grain but its "Black Cask Blend" sibling as blend.	beara	2	Beara ; Beara Black Cask Blend
beauchamp	Beauchamp	blend					grain	unknown			unverified	unknown		"Triple Grain" sample suggests a grain-whisky blend; country/origin not confidently identified (could be French) -- no search performed this pass.	beauchamp	2	Beauchamp ; Beauchamp Triple Grain
bell-rock	Bell Rock	blend	US					unknown			unverified	unknown		No web presence found this session. The "Butterscotch Liquor" sample suggests a flavoured whiskey liqueur variant rather than a straight whiskey for that specific expression.	bell rock	2	Bell Rock ; Bell Rock Butterscotch Liquor
boone-county	Boone County	distillery	US					none			unverified	low	https://en.wikipedia.org/wiki/Bourbon_whiskey https://en.wikipedia.org/wiki/Irish_whiskey	Believed to be Boone County Distilling Co. (Independence, Kentucky) from general knowledge - not verified via a fetched source this session, so the kind=distillery call is a judgment call, not a confirmed fact. peatProfile via the generic bourbon-category fact (charred-oak/corn-mash process, no peat-smoking step described anywhere for bourbon production), not brand-specific.	boone county	2	Boone County Founder's Reserve ; Boone County Small Batch
brenne	Brenne	distillery	FR			Local Infusions LLC (Samson & Surrey)	single malt	unknown			unverified	low	https://www.brennewhisky.com/	French single malt, distilled in Cognac from estate-grown heirloom barley (founder Allison Parc). Official site markets it as smooth and approachable but states no peat/smoke information either way, so left unknown rather than assumed.	brenne	2	Brenne ; Brenne Estate Cask
bud-spencer	Bud Spencer	blend	XX					unknown			unverified	unknown		"Bud Spencer" (samples: The Legend, The Legend Mini) most likely trades on the name of the Italian actor Carlo Pedersoli (stage name Bud Spencer) as licensed merchandise; Wikipedia search only returns his biography, no dedicated drinks-brand page. Could not confirm whether the liquid is actually whisky (celebrity-branded rum is at least as plausible) -- flagging for reviewer attention rather than guessing kind/country/peat.	bud spencer	2	Bud Spencer The Legend ; Bud Spencer The Legend Mini
