jack-daniels	Jack Daniel's	distillery	US			Brown-Forman	tennessee	none			unverified	high	https://en.wikipedia.org/wiki/Jack_Daniel%27s	Lincoln County Process (charcoal mellowing through sugar-maple charcoal) is described by this source as removing impurities/corn taste rather than adding smoke, so I deliberately withheld a flavor.tsv 'smoky' row despite that being BRIEF.md's own worked example - my research contradicted it
jura	Jura	distillery	GB-SCT	islands	highland	Whyte & Mackay (Emperador Inc.)	single malt	light			unverified	high	https://scotchwhisky.com/whiskypedia/1869/jura/ https://en.wikipedia.org/wiki/Jura_distillery	Post-2018 core range vats in a small proportion of peated spirit (subtly smoky). Samples in this batch are all bare 'Jura' with no expression name, so no rule fires; Jura Prophecy (35ppm, heavily peated) added defensively in rule.tsv in case a future catalogue entry names it
dewars	Dewar's	blend	GB-SCT			Bacardi (John Dewar & Sons)	blend	none			unverified	low	https://en.wikipedia.org/wiki/Dewar%27s	Wikipedia does not explicitly state unpeated; inferred from its standard mainstream blended-Scotch profile with no peat/smoke mention anywhere in the article
cutty-sark	Cutty Sark	blend	GB-SCT			La Martiniquaise	blend	none			unverified	low	https://en.wikipedia.org/wiki/Cutty_Sark_(whisky)	No explicit peat statement found; inferred from its historic reputation as a deliberately light/mild style blend
glenlivet	Glenlivet	distillery	GB-SCT	speyside	speyside	Chivas Brothers (Pernod Ricard)	single malt	none			unverified	high	https://en.wikipedia.org/wiki/The_Glenlivet	Core range and main expressions are unpeated; a 'Nadurra Peated Cask' special edition exists but is not named in this batch's samples (Glenlivet, Glenlivet XXV, The Glenlivet, Glenlivet 1980's), so no rule added
tobermory	Tobermory	distillery	GB-SCT	islands	highland	Distell Group (Heineken)	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Tobermory_distillery https://scotchwhisky.com/whiskypedia/1900/tobermory/	This is the motivating example from BRIEF.md: unpeated, made about half the year; sibling Ledaig (this batch) is the heavily-peated malt made from the same stills the other half of the year. Owner Distell Group was itself acquired into Heineken N.V.
ledaig	Ledaig	brand	GB-SCT	islands	highland	Distell Group (Heineken)	single malt	heavy	tobermory		unverified	high	https://en.wikipedia.org/wiki/Tobermory_distillery https://scotchwhisky.com/whiskypedia/2057/ledaig/	Heavily peated malt from Tobermory distillery (its original name). Not itself a brand string in this batch's input; added as a full row because BRIEF.md names Tobermory/Ledaig as the flagship sibling-pair example and Tobermory is in this batch
westport	Westport	brand	GB-SCT	highland	highland	The Glenmorangie Company (LVMH)	single malt	none	glenmorangie		unverified	low	https://en.wikipedia.org/wiki/Glenmorangie_distillery	Westport=Glenmorangie is one of BRIEF.md's own named well-documented teaspooned exceptions. The cited URL confirms parent Glenmorangie's unpeated house style; two attempts to find a citation naming the Westport pseudonym itself specifically both returned 403. parentSlug=glenmorangie is NOT created in this batch's own producer.tsv - confirmed already present in out/04/producer.tsv (checked directly on disk)
wilson-morgan	Wilson & Morgan	bottler	IT					unknown			unverified	high	https://www.wilsonandmorgan.com/history/	Italian independent bottler based in Treviso, founded 1992 by Fabio Rossi (family import business since the 1920s/60s). Samples name Westport (=Glenmorangie, see that row), Caol Ila, Benrinnes, Bowmore, Glen Moray (all added as distillery/brand rows this batch) and 'Speybridge', which I could not confirm as a real distillery name (checked Speyside Distillery's Wikipedia page for an alt-name match, none found) - left unresolved, no row or alias created for it
caol-ila	Caol Ila	distillery	GB-SCT	islay	islay	Diageo	single malt	heavy			unverified	high	https://www.gordonandmacphail.com/our-whiskies/distilleries/caol-ila https://www.masterofmalt.com/blog/post/caol-ila-a-brand-spotlight/	~35-38ppm phenol, matching Lagavulin's figure (BRIEF.md's own 'heavy' example). Some sources call it 'medium' for its gentler mouthfeel despite the matching ppm - flagging the medium/heavy split for reviewer; per PROGRESS.md, other batches have already recorded this distillery both ways (02=heavy, 04=medium), so this is a third independent data point
