the-gild	The Gild	blend	GB-SCT	speyside	speyside	Lucky Spirits	blend	none			unverified	high	https://winestyle.ru/whisky/the-gild/	Verified via winestyle.ru (opened): blended Scotch whisky made by Lucky Spirits (a Rhode Island, USA company founded 2010 by brothers Adam and Eric Larson), a vatting of Speyside malt whisky (4yr) and grain whisky (3yr), 40% ABV, honey/toffee character. No peat or smoke mentioned across multiple retailer descriptions. Corrected owner, region/legalRegion and confidence up from the seed's unevidenced state.
the-hearach	The Hearach	brand	GB-SCT	islands	highland	Isle of Harris Distillers Ltd.	single malt	light	isle-of-harris		unverified	high	https://www.harrisdistillery.com/pages/the-hearach-core https://en.wikipedia.org/wiki/Isle_of_Harris_distillery	Corrected parentSlug=isle-of-harris (the seed miscoded it as bottlerSlug; Isle of Harris Distillers make this in-house, they are not an independent bottler of someone else's spirit). The distillery's own site (opened) states the core Hearach is "Lightly peated (12-15 ppm)", which satisfies the own-domain requirement for a positive peat claim, so peatProfile is upgraded from unknown to light. REVIEWER FLAG carried over from the seed row (cannot fix it myself, it is outside my output directory): batch 15's alias.tsv reportedly maps "The Hearach" directly onto slug isle-of-harris with no separate brand row, while this row keeps it as its own brand row per this round's task instructions (matching the live Glengyle/Kilkerran pattern) -- a human must reconcile the two batches so the alias resolves to exactly one slug.
the-highland-shepherd	The Highland Shepherd	brand	GB-SCT	highland	highland	Brave New Spirits	single malt	unknown			unverified	high	https://caskcartel.com/products/the-highland-shepherd-single-malt-scotch-whisky-700ml	Major correction from the seed row, which found no source and guessed kind=blend by convention: this is a real product, an independent-bottler single malt from an undisclosed Highland distillery, matured 6+ years in bourbon oak casks, bottled at 46% ABV by Brave New Spirits. Corrected kind blend->brand and defaultTypeName blend->single malt. No peat or smoke mentioned in fairly detailed tasting notes, but the source distillery is undisclosed so peatProfile is kept unknown rather than none.
the-king-of-scots	King of Scots	blend	GB-SCT				blend	unknown		douglas-laing	unverified	high	https://corporate.douglaslaing.com/brands/king-of-scots-blended-scotch-whisky https://www.douglaslaing.com/en-us	Confirmed via two Douglas Laing-owned domains (both opened): a blend first created in 1886 with a higher-than-usual malt proportion, hand-picked by chairman/master blender Fred Laing, 40% ABV, non-chill-filtered. No peat/smoke statement for the base blend; Douglas Laing separately sells a distinct "King of Scots Peated Edition", implying the base line is not itself peated, but that is inference rather than an explicit statement, so peatProfile is kept unknown rather than none. Raised confidence from the seed's non-standard "medium" to high.
the-kyoto	The Kyoto	blend	JP				blend	unknown			unverified	high	https://www.whiskytrade.com.au/products/kyoto-blended-whisky-700ml	Corrected from the seed's uncited state: identified the producer as Kyoto Miyako Distillery, described as the first whisky distillery in Kyoto; a blend of Japanese malt and grain whiskies with a front label made of Nishijin-ori textile. No peat or smoke mentioned across the sources checked (this one plus consistent unopened retailer listings).
the-old-barrel	The Old Barrel	blend	XX					unknown			unverified	low		Ran three distinct searches this session (as a whisky blend; against whiskybase/masterofmalt/thewhiskyexchange; against Ukraine/Poland own-label whisky); found only a content-free Whiskybase brand stub -- no producer, country or region confirmed anywhere. Reviewer note: an unrelated same-named "Old Barrel" French vodka aged in cognac barrels also exists online -- do not conflate the two. Cleared the seed's unevidenced GB-SCT/blend category-default guesses since nothing ties this to Scotch specifically.
the-whistler	The Whistler	blend	IE			Prestige Beverage Group		unknown			unverified	high	https://thewhistlerwhiskey.com/	Re-confirmed via the brand's own site (opened): produced at Boann Distillery, Co. Meath, by Prestige Beverage Group. Range spans blended lines (Trilogy, Cask Finish series) and single malt lines (P.X. I Love You, Bodega Cask), so defaultTypeName is kept empty. No peat or smoke stated for any expression.
the-wild-north	The Wild North	blend	CA			Maison des Futailles	rye	none			unverified	high	https://www.whisky.fr/en/wild-north.html	Major correction from the seed row, which found no web presence: this is a real, findable Canadian whisky, so countryCode is corrected from XX to CA. The page opened (whisky.fr) confirms the product, country and absence of peat/smoke; the specific producer name, Maison des Futailles of Montreal, comes from two consistent but unopened retailer listings (willowpark.net, melodys-canada.de), so treat that one detail with slightly less certainty than the rest of the row. A blend of 5/7/11-year whiskies, corn-led mash with Ontario rye and Quebec water; Canadian "rye whisky" labelling convention applies even to a corn-led blend, hence defaultTypeName=rye.
the-woodsman	The Woodsman	blend	GB-SCT			Whyte & Mackay Ltd	blend	none		whyte-mackay	unverified	high	https://whyteandmackayltd.com/our-brands/the-woodsman/ https://greatdrams.com/whyte-mackay-announce-latest-modern-spirit-innovation-the-woodsman/	Major correction from the seed row, which found no web presence: this is a real, current Whyte & Mackay blended Scotch made for cocktails/mixing. Its "woodsmoke" character is explicitly attributed to double-scorched ex-bourbon casks, not to peated malt (per the producer's own description, quoted via greatdrams.com), so peatProfile=none with reasonable confidence; added a smoky/baseline row to flavor.tsv on that same evidence.
thin-lizzy	Thin Lizzy	blend	IE			West Cork Distillers (band members Scott Gorham/Brian Downey and the Philip Lynott Estate)	blend	none	west-cork		unverified	high	https://www.hotpress.com/music/thin-lizzy-collaborate-with-west-cork-distillers-on-new-whiskey-22963828	Corrected from the seed's generic-Wikipedia-only citation: bottled by West Cork Distillers (Skibbereen) in collaboration with former band members and the Philip Lynott Estate -- the same house previously did The Pogues, also live in this KB -- so parentSlug=west-cork is set. A blend of grain and malt Irish whiskeys, triple distilled, finished in double-charred oak casks. The official description notes "a hint of smokiness" but attributes it to the double-charred casks, not peat, so peatProfile=none; added smoky/baseline to flavor.tsv on that evidence.
three-ships	Three Ships	blend	ZA			Distell Group Limited		unknown			unverified	high	https://en.wikipedia.org/wiki/Three_Ships	Re-confirmed via Wikipedia (opened this session). Made at James Sedgwick Distillery, Wellington, South Africa, owned by Distell -- one of few distilleries producing both malt and grain whisky on one site. Range spans blended and single malt so defaultTypeName stays empty. No peat or smoke mentioned. The seed's other citation, threeshipswhisky.co.za/about, returned a server error this session, so it is dropped rather than cited unopened.
turning-point	Turning Point	brand	US			Southern Artisan Spirits	rye	none			unverified	high	https://southernartisanspirits.com/	Major correction from the seed row, marked "not researched (budget)": identified as Southern Artisan Spirits, a craft distillery in Kings Mountain, North Carolina, founded 2010 by twin brothers Alex and Charlie Mauney. "Turning Point Rye" is their own house-distilled signature whiskey, not sourced/blended from elsewhere, so kind is corrected from blend to brand and countryCode=US is filled in. No peat/smoke mentioned, as expected for US craft rye. Reviewer note: a "Turning Point Straight Bourbon Whiskey" reviewed elsewhere online may or may not be the same brand -- not confirmed either way, so defaultTypeName is given as rye (the one confirmed product) with this caveat.
two-drams	Two Drams	blend	GB-SCT			Halewood Artisanal Spirits	blend	none			unverified	high	https://woodencork.com/blogs/uncorked/halewood-debuts-blended-scotch-two-drams	Corrected from the seed's uncited state: launched by Halewood Artisanal Spirits, 40% ABV, light/fruity profile ("sponge cake", "fresh pear", "creamy sweetness"), source distilleries undisclosed. No peat or smoke mentioned in a fairly detailed tasting note. Reviewer note: an unrelated American "Two Drams" blended whiskey (peated house malt plus imported Scotch) is also sold by Breckenridge Distillery -- a distinct product, not this row.
umiki	Umiki	blend	JP			Yoshino Spirits (Kamiki Shuzo Nara Distillery)	blend	unknown			unverified	high	https://www.umikiwhisky.com/ https://www.yoshinospirits.com/product/umiki-whisky/	Re-confirmed via the official umikiwhisky.com and yoshinospirits.com (both opened): a blended whisky combining Japanese coastal malt with imported grain whisky, finished in Japanese pine barrels with desalinated ocean water added, produced by Yoshino Spirits at the Kamiki Shuzo Nara Distillery. No peat or smoke mentioned in any source checked. The Godzilla edition (in the samples) is a 70th-anniversary Toho collaboration from the same producer.
valdespino	Valdespino	blend	ES				malt	unknown			unverified	high	https://www.finedrams.com/valdespino-malt-whisky.html	Confirmed a genuine product exists, contra the seed's "may not be a whisky at all" flag: "Valdespino Malt Whisky", part of the bodega's Rare Spirits collection -- malt whiskies sourced from Scotland then aged/finished in Valdespino's own Palo Cortado and Oloroso sherry casks at the Jerez winery, about 15yr average age, 43.5% ABV, IWSC 2020 Gold medal. The retailer states Spain as the product's country (the base malt is Scottish, but further maturation happened outside Scotland, presumably why it is labelled "Malt Whisky" rather than "Scotch"). No peat or smoke mentioned. Kept as a producer row rather than rejecting since the product is real and well documented across several independent listings; flag for a reviewer only on the country-of-record question.
velvet-cap	Velvet Cap	blend	IE			RoCo Brands (acquired from Blackwater Distillery, Feb 2025)		unknown			unverified	high	https://blackwaterdistillery.ie/product/velvet-cap-irish-whiskey/ https://www.thespiritsbusiness.com/2025/02/blackwater-distillery-sells-irish-whiskey-velvet-cap/	Major correction from the seed row, which assumed peatProfile=none by generic Irish-category convention: a real brand, a small-batch blend of malt and grain whiskies sourced from several Irish distilleries, blended and cask-finished (bourbon, port and stouted-rye casks) by Blackwater Distillery, Ballyduff Upper, Co Waterford; sold to RoCo Brands in Feb 2025, with Blackwater continuing to bottle/fulfil orders. IMPORTANT: the producer's own site (opened) lists a "Peated Single Malt Sherry Cask" expression alongside non-peated casks (e.g. Bordeaux Cask) -- the seed's blanket peatProfile=none was wrong, since the range is genuinely mixed. The catalogue sample (Triple Cask) is not the peated expression, so the brand-level peatProfile is kept unknown rather than averaged; no exact ppm/level is stated anywhere for the peated expression, so no rule.tsv entry was added.
waterproof	Waterproof	blend	GB-SCT			InchDairnie Whisky Limited (formerly MacDuff International Scotch Whisky Limited; merged May 2025)	malt	unknown		inchdairnie	unverified	high	https://waterproofwhisky.com/	Major correction from the seed row, which recorded "search quota exhausted": this is a real product, a sherry-influenced blended malt Scotch bottled above standard strength (45.8% ABV) from "a handful of top distilleries" (unnamed), owned by MacDuff International, which merged into InchDairnie Whisky Limited in May 2025 -- bottlerSlug=inchdairnie is set for the current entity. No peat or smoke stated.
wild-geese	The Wild Geese	blend	IE			Avalon Group Inc.		none	cooley		unverified	high	https://www.finedrams.com/wild-geese-rare-irish-whiskey.html	Corrected from the seed's generic-Wikipedia-only citation: made at Cooley Distillery, Co. Louth, for brand owner Avalon Group Inc. (the Avalon attribution comes from consistent unopened retailer listings; the page opened confirms Cooley and an explicit "Smoke 0" rating with no peat/smoke in the tasting notes) -- parentSlug=cooley is set. Range spans a blend (Classic, malt+grain) and a single malt (Rare/Single Malt), so defaultTypeName is kept empty, correcting the seed's blend default.
wilderness-trail	Wilderness Trail	distillery	US			Campari Group (70% stake since Oct 2022)		none			unverified	high	https://en.wikipedia.org/wiki/Wilderness_Trail_Distillery	Re-confirmed via Wikipedia (opened): Danville, Kentucky, founded 2013 by Dr. Pat Heist and Shane Baker; makes wheated bourbon, rye-forward bourbon (single barrel, bottled-in-bond) and straight rye whiskey, all aged 5-7 years -- range spans types so defaultTypeName stays empty. Added that Campari acquired a 70% stake in Oct 2022. peatProfile=none per the standard American-whiskey category default; no contrary evidence found.
blue	Blue	blend	XX					unknown			unverified	low		Single generic colour-word name, below the 5-character alias floor regardless of outcome. Searched for a possible "Johnnie Walker Blue Label" truncation/shorthand explanation; found no evidence this catalogue entry specifically refers to that product, so left unidentified. Cleared the seed's unevidenced GB-SCT guess. Kept as a minimal row only so the (necessarily brand-scope) alias exists; it will not resolve in-name given the length floor.
bouteille	Bouteille	blend	XX					unknown			unverified	low		Ran two searches this session (as a French whisky brand; against Ukrainian retailers winestyle/zakaz); found nothing but French-whisky-market overviews naming other brands (Armorik, Bellevoye, Rozelieures, Brenne), none called Bouteille. "Bouteille" is simply French for "bottle" -- most likely a scraping/label artifact (a generic word mistaken for a brand), as the seed row already suspected, rather than a genuine brand. Cleared the seed's unevidenced FR guess since nothing ties this specifically to a French product; flagged for human review of the underlying catalogue entry rather than skipped outright.
