douglas-laing	Douglas Laing	bottler	GB-SCT			Douglas Laing & Co		unknown			unverified	high	https://en.wikipedia.org/wiki/Douglas_Laing_%26_Co https://www.douglaslaing.com/en-us	Independent bottler est. 1948 in Glasgow, family owned, now 3rd generation. Ranges: Remarkable Regional Malts (Big Peat, Timorous Beastie, Scallywag, Rock Island, Epicurean), Old Particular/Provenance/Xtra Old Particular single casks, King of Scots blend, Clan Denny. Bottler peat is unknown by definition; see big-peat row for its heavily peated Islay blended malt. Timorous Beastie (same range) is understood to be a lightly peated Highland blended malt but was not given its own row because the only peat-level source found looked like generic templated retail copy.
big-peat	Big Peat	blend	GB-SCT	islay	islay		blend	heavy		douglas-laing	unverified	high	https://www.douglaslaing.com/products/big-peat https://www.thewhiskyexchange.com/p/10738/big-peat-islay-blended-malt	Douglas Laing's blended malt of Islay single malts only (Ardbeg, Bowmore, Caol Ila, rare Port Ellen); part of the Remarkable Regional Malts range, heavily peated/smoky.
jura	Jura	distillery	GB-SCT	islands	highland	Whyte & Mackay	single malt	none			unverified	high	https://whiskyauctioneer.com/learn/whisky-news/distilleries-spotlight/distillery-spotlight-jura https://en.wikipedia.org/wiki/Jura_distillery	Added because Douglas Laing bottles Jura single casks. Core production unpeated; limited annual peated runs exist (Superstition, Prophecy) but no such expression is named in this batch's samples, so no rule was added.
arran	Arran	distillery	GB-SCT	islands	highland	Isle of Arran Distillers	single malt	none			unverified	low	https://www.thewhiskybarrel.com/products/arran-machrie-moor-peated https://www.arranwhisky.com/shop-whiskies/arran-limited-editions/9-machrie-moor-single-malt	Added because Douglas Laing bottles Arran single casks. Core (Lochranza) range unpeated; the "Machrie Moor" line (about 20ppm) is a separate peated expression, produced at sister distillery Lagg since 2019. Owner not independently re-verified this session.
ardmore	Ardmore	distillery	GB-SCT	highland	highland	Beam Suntory	single malt	medium			unverified	high	https://scotchwhisky.com/whiskypedia/1809/ardmore/ https://www.ardmorewhisky.com/	Added because Douglas Laing bottles Ardmore. A rare peated Highland malt; core "Legacy" expression is roughly 80% peated / 20% unpeated malt.
bowmore	Bowmore	distillery	GB-SCT	islay	islay	Beam Suntory	single malt	medium			unverified	high	https://islaywhiskyacademy.scot/bowmore-distillery/ https://www.whiskytorbati.it/en/bowmore-distillery-guide/	Added because Douglas Laing bottles Bowmore. Traditional floor maltings; peated to roughly 25ppm, between the heavily peated southern-Islay distilleries and lighter styles.
ardbeg	Ardbeg	distillery	GB-SCT	islay	islay	The Glenmorangie Company (LVMH)	single malt	heavy			unverified	high	https://en.wikipedia.org/wiki/Ardbeg_distillery https://thewhiskeywash.com/scotch-whiskey/ardbeg-the-peatiest-powerhouse-on-islay/	One of the most heavily peated Islay malts, roughly 50-55ppm. Owned by LVMH via The Glenmorangie Company since the 1997 reopening.
hyde	Hyde	bottler	IE			Hibernia Distillers		unknown			unverified	low	https://hydewhiskey.ie/hyde-whiskey/ https://www.homeofmalts.com/en/20535/hyde-no.-11-the-peat-cask	Irish whiskey brand (launched 2014) sourcing whiskey mainly from Cooley and finishing/bottling numbered releases. Range mixes unpeated (e.g. Single Pot Still) and heavily peated (No.11 "The Peat Cask" and similar) releases, so house peat is left unknown; see rule for "Peat" pattern.
kavalan	Kavalan	distillery	TW			King Car Group	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Kavalan_Distillery https://drinksint.com/news/fullstory.php/aid/12039/The_rise_of_peated_world_whisky.html	Taiwan's first single malt distillery (Yuanshan, Yilan). Core range (Classic, Concertmaster, Solist, Podium, etc.) uses unpeated malt imported from Europe. A Peatist Series / Solist Peaty Cask using lightly peated malt also exists, see rules.
chivas-regal	Chivas Regal	blend	GB-SCT			Chivas Brothers (Pernod Ricard)	blend	light			unverified	high	https://thewhiskeyjug.com/scotch-whiskey/chivas-regal-12-years-review/ https://distiller.com/spirits/chivas-regal-brothers-blend/tastes	Built around Speyside malts, notably Strathisla and Longmorn. Reviews consistently note faint/light peat and smoke rather than a peat-forward profile. Both catalogue brand strings "Chivas" and "Chivas Brothers" are aliased here since nearly all of their sample products are Chivas Regal; Royal Salute (also sometimes filed under "Chivas Brothers") is a separate row relying on its own distinctive in-name alias.
