hamiltons	Hamiltons	brand	GB-SCT			Angus Dundee Distillers plc		unknown			unverified	high	https://drinksint.com/news/fullstory.php/aid/2689/Angus_Dundee_launches_regional_whisky_range.html	Confirmed real Angus Dundee Distillers regional malt range (Speyside, Highland, Islay, Lowland single malts plus a Lowland single grain), corrected kind blend->brand (each expression is a straight single malt/grain, not a blend) and set owner. Catalogue sample is the bare name with no region qualifier, so region/defaultTypeName left empty and peat unknown since the Islay expression is peated but the others are not and the specific bottling is unclear.
harrison	Harrison	blend	IE			Great Northern Distillery (Global Spirits)	blend	none			unverified	high	https://www.linkedin.com/showcase/harrison-irish-whiskey	Confirmed real blended Irish whiskey, produced at The Great Northern Distillery for parent company Global Spirits; tasting profile (honey, vanilla, caramel, dried fruit, almond, oak spice) shows no smoke/peat character. Upgraded from unknown/low to high.
hepp	Hepp	distillery	FR				single malt	unknown			unverified	high	https://www.visit.alsace/en/216008036-distillerie-hepp/ https://www.avenuedesvins.fr/en/shop/hepp-distillerie	Confirmed real Alsace, France single-malt whisky distillery in Val de Moder/Uberach, family-run since the 1970s (fruit brandies), whisky since 2007. Also produces the export-facing "Johnny Hepp" label (see johnny-hepp, parented here). No peat/smoke mentioned on any source opened; kept unknown.
hiberum	Hiberum Saboga	brand	ES					unknown	lehmann		unverified	high	https://www.spanishliquors.es/producto/destilados/saboga-hiberum-whisky/	Confirmed real: "Saboga Hiberum" is the whisky brand of Bodegas y Destilerias Lehmann (Tortosa, Catalonia), first release for their 150th anniversary, 5 years in ex-brandy-solera French/American oak casks, 3583 bottles. Parented to lehmann (same batch), the actual producer. No peat/smoke mentioned.
highland-harvest	Highland Harvest	brand	GB-SCT	highland	highland			unknown			unverified	high	https://whiskymag.com/tastings/highland-harvest/	Confirmed real organic Scotch whisky range (one of the world's first certified-organic Scotches); Whisky Magazine's own tasting of the core blend confirms 40% ABV and no peat/smoke in the profile. Range also includes single malt and single-cask expressions per retailers, so kind changed to brand and defaultTypeName left empty. Region/legalRegion set to highland from the brand's own name and consistent retailer descriptions; importer/ownership not independently confirmed this session.
hinotori	Hinotori	blend	JP				blend	unknown			unverified	high	https://www.bbcspirits.com/gb/whiskies/611-whisky-japan-hinotori-blended-4971435747043.html	Confirmed real Japanese blended whisky (malt+grain) from Hekinan Distillery, Aichi Prefecture, revived 2019 ("hinotori" = phoenix); 5 years, American+French oak, 43% ABV. No peat/smoke in the tasting profile (fruity, dried-fruit, rounded).
hogs	Hogs 3	brand	US			Quality Spirits International Ltd	bourbon	none			unverified	high	https://www.qualityspiritsinternational.com/brands/hogs-3/	Confirmed real Kentucky straight bourbon (3+ years, new charred American oak), branded/bottled by Quality Spirits International (Scotland-based multi-category spirits company); no other Hogs product found. Standard bourbon mash bill, no peat.
house-of-maclair	House of Maclair	blend	GB-SCT			Ian Macleod Distillers	blend	unknown			unverified	high	https://okwine.ua/ru/product/viski-house-maclair-ian-macleod-3-roki-40-07l https://en.wikipedia.org/wiki/Ian_Macleod_Distillers	Confirmed real: a 3-year-old blended Scotch retailed as "House of MacLair, Ian Macleod" (okwine.ua listing, whose URL slug itself names Ian Macleod), 40% ABV; also reportedly sold via Lidl per unopened search snippets, not independently confirmed. Ian Macleod Distillers confirmed real via Wikipedia, but its brand list there does not name House of Maclair (a smaller/private-label line), so peat is left unknown rather than inherited from the parent's other house styles (e.g. peated Smokehead).
hungry-hill	Hungry Hill	blend	IE				blend	unknown			unverified	high	https://www.irishmalts.com/irish-whiskey/hungry-hill-irish-whiskey/	Confirmed real: irishmalts.com explicitly categorizes it as "Blended" Irish whiskey, named for Hungry Hill in County Cork (Great Famine tribute), NAS, 40%. Specific producing distillery not named on the page opened; no peat mentioned.
irishamerican	Irishamerican	blend	IE				blend	none	achill-island		unverified	high	https://www.irishamericanwhiskeys.com/ https://irishamericanwhiskeys.com/our-product.html	Confirmed: "IrishAmerican Classic Blend" is the flagship blend of Achill Island Distillery (Achill Island, Co. Mayo; live producer achill-island), explicitly listed non-peated on the producer's own site, which separately sells an "Achill Island Peated Single Malt" under its other brand line - that peat does not carry over here. Parented to the live achill-island row.
