copper-rivet	Copper Rivet Distillery	distillery	GB-ENG				single malt	none			unverified	high	https://copperrivetdistillery.com/product/masthouse-single-malt-signature/ https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_England	Verified via the distillery's own product page and Wikipedia: Chatham, Kent, England; its whisky brand is Masthouse single malt, full flavour notes (vanilla, toffee apple, sweet cream, nutty/peppery finish) with no smoke, so peatProfile=none. Also makes Dockyard gin and Vela vodka (not whisky). No "Masthouse" row exists in this batch to parent despite the seed's note referencing one.
courage-conviction	Courage & Conviction	brand	US				single malt	none	virginia-distillery		unverified	high	https://courageandconviction.com/ https://vadistillery.com/	Confirmed via its own dedicated site: Virginia Distillery Company's American single malt line (Signature/Bourbon Cask/Cuvee Cask/Sherry Cask), no peat/smoke stated. Corrected parentSlug from "virginia-distillery-company" to "virginia-distillery" to match this batch's slug for that row.
dubliner	The Dubliner	blend	IE			Quintessential Brands Group	blend	none			unverified	high	https://quintessentialbrands.com/brands/dubliner-irish-whiskey/	Owner confirmed via the brand owner's own site (the seed could not confirm this): Quintessential Brands Group. Blend of single malt and grain Irish whiskey, bourbon-cask matured, no peat/smoke stated -- ordinary unpeated Irish blend.
echlinville	Echlinville	distillery	IE					none			unverified	high	https://echlinville.com/	Verified via own site: Co. Down, Northern Ireland, est. 2013; flagship brand Dunville's plus other lines (The Beginning, Weavers Spirits, Matt Darcy, Old Comber), sherry-cask emphasis, no peat/smoke stated. Coded IE since the Irish Whiskey GI covers the whole island and the closed country list has no separate Northern Ireland code. Range spans multiple whisky styles so defaultTypeName left empty.
eigashima	Eigashima Shuzo	distillery	JP					unknown			unverified	high	https://en.wikipedia.org/wiki/White_Oak_distillery	Verified via Wikipedia: runs White Oak distillery in Akashi, Japan, "Akashi" branded whisky since 2007. Range spans single malt and blended releases (see takumi in this batch, resolved to Akashi Takumi), so defaultTypeName left empty. Peat not stated in the source, left unknown. Dropped the seed's claim that a "Tokinoka" row in this batch needs this as parent -- no such row exists in batch-19.
element	Element	blend	IE			New Era Spirits	blend	none			unverified	high	https://elementirishwhiskey.com/ https://www.irishmalts.com/irish-whiskey/element-fusion-series-r10 https://www.togetherwecreate.com/element	Identified this session (the seed could not find it): New Era Spirits' "Element Irish Whiskey", an "Open Innovation" brand launched 2022, flagship Fusion Series R/1.0 a 43% blend of single malt and single grain whiskey matured in ex-bourbon/oak/oloroso sherry/stout casks; also Lore (single malt) and X series. No peat/smoke stated in any series. Alias kept at brand scope only per the seed's reasoning (collision risk with "Element Fusion"/"Element Lore" as in-name matches, and with the unrelated "Elements of Islay"/"M&H Elements"/"Glenmorangie Elementa" already in the catalogue).
embra	Embra	brand	GB-SCT	lowland	lowland	David Robertson	single malt	unknown	holyrood		unverified	high	https://en.wikipedia.org/wiki/Holyrood_distillery https://www.bite-magazine.com/post/holyrood-distillery-launches-first-peated-whisky-embra	Holyrood distillery (Edinburgh, Lowland; David Robertson, ex-Macallan, is a co-founder) and Embra as part of its 2024-25 Founding Series confirmed via Wikipedia. Positive peat is well attested by press (bite-magazine.com quotes distillery manager Calum Rae on "heavily peated malt" giving "bold smoky flavours", though the finish is described as light; other retailers label it "lightly peated") but holyrooddistillery.co.uk itself returned 403 to both WebFetch and the browser this session, so no producer-domain page was opened -- keeping peatProfile=unknown per this round's rule rather than the seed's "medium" guess. Withheld peat proposal: light-to-medium per bite-magazine.com; a reviewer who can reach holyrooddistillery.co.uk/embra/ directly should confirm.
helsinki-distilling	Helsinki Distilling Company	distillery	FI					unknown			unverified	high	https://hdco.fi/	Verified via own site: Teurastamo, Helsinki, Finland; founded 2014, first distillery in Helsinki in over a century. No whisky-specific tasting notes found to confirm or rule out peat, left unknown.
highlands-friends	Highland's Friends	blend	GB-SCT				blend	none			unverified	high	https://www.fauconnier.com/en/produit/highlands-friends-blended-scotch-whisky/	Verified via the maker's own site: Fauconnier (Marconne, France), a blend of 15 single malt and grain whiskies matured 3 years, distilled/aged in Scotland; flavour notes are woody/vanilla/orchard fruit with no peat or smoke.
kentucky-artisan-distillery	Kentucky Artisan Distillery	distillery	US					none			unverified	high	https://kentuckyartisandistillery.com/about-us/	Verified via own site: Crestwood, KY (Oldham County), founded 2012 by Steve Thompson/Chris Miller/Mike Loring as Kentucky's first contract distillery. Corrected defaultTypeName from the seed's "rye": the site shows it distills under multiple brand names (Jefferson's Reserve, Whiskey Row Bourbon, Kentucky Artisan Distillery Series) besides Coalition's rye, so it is not rye-only -- left empty. No peat mentioned; American contract distilling essentially never uses peated malt.
