tbwc	That Boutique-y Whisky Company	bottler	GB-ENG			Atom Supplies Limited (Atom Brands)		unknown			unverified	high	https://www.thatboutiqueywhiskycompany.com/	Independent bottler - single cask/small batch/limited-edition bottlings; official site states it is a trading name of Atom Supplies Limited (England and Wales). No house peat level. Sample product names (FEW, Puni, TBWC, Helsinki, Mackmyra, Paul John) span distilleries worldwide; distillery rows emitted for few/puni/helsinki-distilling/mackmyra/paul-john per rule 2.
few	FEW Spirits	distillery	US					none			unverified	low	https://fewspirits.com/ https://en.wikipedia.org/wiki/Irish_whiskey	Craft distillery, likely Evanston, Illinois (847 area code on official site; not explicitly stated there). Makes bourbon/rye/other grain whiskeys; no peated product found. peatProfile rests on the general category fact that peat is rarely used outside Scotland, not a distillery-specific statement.
puni	Puni	distillery	IT				single malt	none			unverified	low	https://www.puni.com/en/ https://en.wikipedia.org/wiki/Irish_whiskey	Italian single malt distillery, Glurns, Venosta Valley, South Tyrol. Official site's current range (Core/ARTE/AURA/CUBO) shows no peated expression; combined with the general category fact that peat is rare outside Scotland.
helsinki-distilling	Helsinki Distilling Company	distillery	FI					unknown			unverified	low	https://hdco.fi/	Helsinki, Finland; founded 2014, described as the first distillery in Helsinki in over a century. Named in TBWC's sample products. Could not confirm peat status within budget - left unknown rather than guessed.
mackmyra	Mackmyra	distillery	SE				single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/Mackmyra_Whisky	Swedish single malt distillery. Wikipedia confirms Mackmyra sources peat from a local bog near Osterfarnebo for use in some whisky, but this is not stated as a uniform house style across the whole range, so left unknown rather than none/light. Filed for bankruptcy August 2024; post-bankruptcy ownership not confirmed this session.
paul-john	Paul John	distillery	IN			John Distilleries	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Paul_John_(whisky)	Made in Goa, India. Core range (Brilliance, Edited, Nirvana, Classic/Oloroso/PX Select Cask) is unpeated 6-row Indian barley. A distinct 'Peated Select Cask' line uses imported Islay and Aberdeen peat - see rule.tsv (pattern Peated -> heavy).
dalmore	Dalmore	distillery	GB-SCT	highland	highland	Whyte & Mackay	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland https://en.wikipedia.org/wiki/Scotch_whisky	Region/owner from the local Scottish-distilleries authority file. Peat claim rests on the Highland region's general character per the Scotch whisky Wikipedia Region section ('fruity, sweet, spicy, malty', no smoke mentioned there), not a Dalmore-specific statement - kept low confidence despite being well known in whisky literature as unpeated.
glencadam	Glencadam	distillery	GB-SCT	highland	highland	Angus Dundee Distillers	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland https://en.wikipedia.org/wiki/Scotch_whisky	Same basis as Dalmore - Highland regional-character citation, not distillery-specific.
teeling	Teeling	distillery	IE			Bacardi Limited		none			unverified	high	https://en.wikipedia.org/wiki/Teeling_Distillery https://www.teelingwhiskey.com/	Dublin (Blackpitts area) distillery, owned by Bacardi. Core range is unpeated; Blackpitts is an explicit exception, officially branded 'Blackpitts Peated Single Malt' on teelingwhiskey.com - see rule.tsv. defaultTypeName left empty because the range spans single malt, single grain and small-batch blends.
and-whisky	& Whisky	blend						unknown			unverified	unknown		Input brand string '& Whisky' does not correspond to any single identifiable producer - its 6 sample product names (Umiki, Kura The, Lord Moisans, Scottish Piper, MacKinlay's Old) look like several unrelated real brands (Japanese blends, MacKinlay's Scotch) rather than one house style. Likely a catalogue category/parsing artifact, not a real brand. Not researched as a single entity; alias emitted only for the exact catalogue string as required.
black-ram	Black Ram	blend	GB-SCT				blend	none			unverified	low	https://en.wikipedia.org/wiki/Scotch_whisky	Budget blended Scotch label (incl. a 'Bourbon Finish' variant per sample); owner not confirmed this session. peatProfile rests on the general Highland/Speyside/Lowland-dominated blend character described on the Scotch whisky Wikipedia page (only Islay/Campbeltown are described there as peaty/smoky), not brand-specific evidence.
glendale	Glendale	blend	GB-SCT				blend	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland https://en.wikipedia.org/wiki/Scotch_whisky	All 6 samples are just 'Glendale' with no distinguishing detail. No distillery of this name appears in the Scottish-distilleries authority file, so treated as a generic Scotch-sounding own-label blend rather than a real distillery; peatProfile via the same general regional-character inference as Black Ram.
monkey-shoulder	Monkey Shoulder	blend	GB-SCT	speyside	speyside	William Grant & Sons	blend	none			unverified	high	https://en.wikipedia.org/wiki/Monkey_Shoulder	Blended malt whisky (originally Balvenie+Glenfiddich+Kininvie; current recipe undisclosed but Wikipedia states constituent malts remain Speyside-sourced) - unpeated core range. 'Smokey Monkey' is a distinct limited-batch blend Wikipedia states includes Islay whiskies - see rule.tsv (pattern Smokey -> medium, since Islay malt is only one part of that blend).
deveron	Deveron	brand	GB-SCT	highland	highland	John Dewar & Sons (Bacardi)	single malt	none	macduff		unverified	low	https://en.wikipedia.org/wiki/Macduff_distillery https://en.wikipedia.org/wiki/Scotch_whisky	'Deveron'/'The Deveron'/'Glen Deveron' is the retail single-malt brand name of Macduff distillery's own malt (Wikipedia: Macduff 'produces single malt whisky called The Deveron as 10, 12 and 18 year old expressions'). peatProfile via Highland regional-character citation, not brand-specific - Macduff malt is also a major component of William Lawson blends per Wikipedia, where undisclosed detail could differ.
macduff	Macduff	distillery	GB-SCT	highland	highland	John Dewar & Sons (Bacardi)	single malt	none			unverified	low	https://en.wikipedia.org/wiki/Macduff_distillery https://en.wikipedia.org/wiki/Scotch_whisky	Founded 1960; owned by John Dewar & Sons under Bacardi since 1992 (per Wikipedia). Malt sold under the 'Deveron'/'Glen Deveron' brand (see deveron row) and used in William Lawson blends. Added because 'deveron' (from my input list) needs this distillery as its parentSlug. peatProfile via Highland regional citation, not distillery-specific.
armorik	Armorik	distillery	FR				single malt	unknown			unverified	low	https://en.wikipedia.org/wiki/French_whisky	First French single malt (launched 1998), made by the Warenghem Distillery in Brittany. No peat information confirmed either way this session. FOR REVIEWER: the 'Yeun Elez' expression (in my sample list) is named for a peat bog/moor in the Monts d'Arree, Brittany, by Breton place-name - it may well be a peated bottling distinct from the 'Classic' line, but I found no fetched source confirming this; worth checking before assuming the whole range is uniform.
lakes	Lakes	distillery	GB-ENG			Nyetimber		unknown			unverified	low	https://en.wikipedia.org/wiki/The_Lakes_Distillery	English whisky distillery, Bassenthwaite Lake, Cumbria; bought by winemaker Nyetimber in 2024 (previously independent, founded 2014 by Paul Currie). Sample names (Equinox, Galaxia, Resfeber, Nostalgia, Signature, Whiskymaker's Reserve No.7) are all distinct experimental releases with no stated common peat level - genuinely appears to vary by release, so left unknown rather than guessed.
barry-bernard	Barry Bernard	blend						unknown			unverified	unknown		No information found. 'Honey' and 'Spisy' [sic, likely 'Spicy'] variants suggest a flavored whisky-based product; origin and type could not be determined within budget.
glen-keith	Glen Keith	distillery	GB-SCT	speyside	speyside	Chivas Brothers	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland https://en.wikipedia.org/wiki/Speyside_single_malt	Region/owner from the Scottish-distilleries authority file. Peat claim via the Speyside region's general character (Wikipedia's Speyside single malt page: 'the use of peat is not common here, so many of the whiskies are not smoky'), not distillery-specific.
yamazaki	Yamazaki	distillery	JP			Suntory	single malt	none			unverified	low	https://en.wikipedia.org/wiki/Yamazaki_distillery https://en.wikipedia.org/wiki/Irish_whiskey	Suntory's flagship single malt distillery (Osaka). The Wikipedia article makes no mention of peat or smoke anywhere in its text, consistent with Yamazaki's well-known fruity/sherry-driven house style (contrast sister distillery Hakushu, which has an explicit peated limited line). No sentence directly states 'unpeated', so kept at low confidence.
glen-elgin	Glen Elgin	distillery	GB-SCT	speyside	speyside	Diageo	single malt	none			unverified	low	https://en.wikipedia.org/wiki/List_of_whisky_distilleries_in_Scotland https://en.wikipedia.org/wiki/Speyside_single_malt	Same Speyside regional-character basis as Glen Keith.
micil	Micil	distillery	IE					none			unverified	low	https://en.wikipedia.org/wiki/List_of_whiskey_distilleries_in_Ireland https://en.wikipedia.org/wiki/Irish_whiskey	Independent craft distillery, Galway, founded 2016 (per Wikipedia's List of whiskey distilleries in Ireland). 'SPS' in two sample names likely means 'Single Pot Still' but the range also includes other styles (Small Batch, Long Walk), so defaultTypeName left empty. peatProfile via the general Irish-whiskey category fact (peat rarely used outside Scotland), not distillery-specific.
ardmore	Ardmore	distillery	GB-SCT	highland	highland	Suntory Global Spirits	single malt	medium			unverified	high	https://en.wikipedia.org/wiki/Ardmore_distillery https://www.ardmorewhisky.com/	FLAG FOR REVIEW (positive peat claim). Official site describes Highland peat smoke across the whole range, from 'very subtle hints' (Legacy) to 'classic peat'/'full and rich...Highland peat smoke flavours' (Tradition) to 'traditional Highland peat smoke notes' (Triple Wood) - consistently present but explicitly softer than Islay heavyweights, so classified medium rather than heavy. Historically the peat component of Teacher's Highland Cream blend.
