old-ballantruan	Old Ballantruan	brand	GB-SCT	speyside	speyside	Angus Dundee Distillers	single malt	heavy	tomintoul		unverified	high	https://tomintoulwhisky.com http://oldballantruan.com/about-us/	Verified via producer's own domain (oldballantruan.com, Angus Dundee's dedicated site for this brand): "heavily peated malted barley", "Speyside Peated Single Malt" -- corroborates heavy peat directly from the producer's domain (satisfies the positive-peat rule). Owner Angus Dundee Distillers confirmed via tomintoulwhisky.com footer. Upgraded from low to high confidence.
old-bardett	Old Bardett	brand	ES			Bardinet S.A.		none			unverified	high	https://alcomag.ua/ua/viski-bourbon-old-bardett-0-7-l/	Producer identified via alcomag.ua spec sheet: Виробник (Producer) = BARDINET S.A., Країна (Country) = Іспанія (Spain), barcode 8410490268859 (EAN prefix 841 = Spain, consistent). Bardinet is the same French/Spanish spirits company already known in this KB for Sir Edwards. The label itself states Type = Бурбон (Bourbon) despite the Spanish origin -- almost certainly not genuine Kentucky bourbon, so defaultTypeName is left empty rather than asserting an implausible category; flagged for human review. Not the same producer as the differently-spelled "Jim Bardett" row.
old-barny	Old Barny	brand	EE			Koch OÜ	blend	none			unverified	high	https://koch1872.com/product/old-barny-whisky/	Corrected countryCode from GB-SCT to EE (Estonia) -- verified via the producer's own site, koch1872.com ("Koch OÜ, Lootsi 10, 10151 Tallinn"), which lists Old Barny Whisky (40% vol) with three Estonian-registered EANs (4742883... prefix). Not a Scotch whisky at all; region/legalRegion cleared accordingly. defaultTypeName=blend inferred from category convention for a basic no-frills product (not explicitly stated on the producer page).
old-castle	Old Castle	brand	GB-SCT					unknown			unverified	high	https://silpo.ua/product/viski-old-castle-single-malt-scotch-whisky-v-korobtsi-847726	Verified as genuine Scotch Whisky branding (label reads "Single Malt Scotch Whisky") via an opened Silpo listing; Whiskybase also lists separate "Old Castle Blended Scotch Whisky" and "Old Castle Finest Scotch Whisky" entries under the same brand, so this is a multi-type range -- defaultTypeName left empty. No specific bottler/owner company confirmed this session (a possible link to Ukraine's Global Spirits/Khortytsa could not be confirmed) -- flagged for review. Note: oldcastle.ck.ua is an unrelated Cherkasy restaurant, not the producer -- do not use as a source.
old-glasgow	Old Glasgow	blend	GB-SCT				blend	none		hart-brothers	unverified	high	https://whisky.auction/auctions/lot/197363/old-glasgow-blended-scotch-whisky	Verified via an opened Whisky.Auction lot: "Old Glasgow Blended Scotch Whisky", bottled 1983, Bottler = Hart Brothers, Country = Scotland -- bottlerSlug set to the already-live hart-brothers. Other retail listings (Total Wine, geo-blocked this session) also describe an "Old Glasgow 8 Year Old Single Malt" (Speyside) under the same name, possibly a separate modern product -- unconfirmed this session, flagged for a human to check whether a second row is warranted. No peat/smoke mentioned in any source.
old-overholt	Old Overholt	brand	US			Suntory Global Spirits	rye	none	jim-beam		unverified	high	https://en.wikipedia.org/wiki/Old_Overholt	Re-verified via Wikipedia: rye whiskey, manufacturer Suntory Global Spirits, produced at the Jim Beam distillery (Clermont, Kentucky) -- confirms the seed's fields exactly (owner, parent=jim-beam, type=rye). America's oldest continuously produced whiskey brand (est. 1810).
old-rip-van-winkle	Old Rip Van Winkle	brand	US			Sazerac Company	bourbon	none		buffalo-trace	unverified	high	https://www.buffalotracedistillery.com/our-brands/van-winkle/old-rip-van-winkle-10-year/	Re-verified via the producer's own site (buffalotracedistillery.com): Kentucky Straight Bourbon Whiskey, wheated mash, bottled by Buffalo Trace under the Van Winkle brand. Tasting notes mention a "smoky wheat finish" -- standard bourbon oak-char language, not peat; confirms peatProfile=none.
old-route-8	Old Route 8	blend	US			Augusta Distillery	bourbon	none			unverified	high	https://augustakydistillery.com/products/old-route-8	Re-verified via the producer's own site: 8-year cask-strength single-barrel Kentucky straight bourbon. No smoke/peat in tasting notes (oak, vanilla, brown sugar, baking spices only). Sourced-distillery rumor (Heaven Hill) remains unconfirmed, so no parentSlug given, matching the seed's caution.
old-smittys	Old Smitty's	brand	GB-SCT			Brave New Spirits Ltd	single malt	none			unverified	high	https://www.bravenewspirits.com/volume-brands https://whisky.auction/auctions/lot/191668/old-smittys	Fully verified via the producer's own domain (bravenewspirits.com/volume-brands): "Old Smitty's -- Single Malt Scotch Whisky ... selected from one of Scotland's finest distilleries" -- no peat/smoke language, unlike their separate "Lighthouse" peated/unpeated blend, so peatProfile=none. Brave New Spirits Ltd is an independent whisky bottling company based in Glasgow (confirmed via whisky.auction: Country=Scotland, Classification=Single Malt Scotch Whisky, "bottled for Brave New Spirits"). One IWSC competition entry's tasting note mentions "bonfire smoke" while a different IWSC entry for the same product does not -- kept peatProfile=none per the producer's own consistent messaging, but flagging the conflicting third-party note for a human reviewer.
old-tullymet	Old Tullymet	blend	GB-SCT			Old Tullymet Whisky Company Ltd	blend	none			unverified	high	https://okwine.ua/ru/manufacturer/old-tullymet	Re-verified via an opened OKWine retailer page, which independently repeats the full Tullymet distillery history (built 1812 as Auchnagie, renamed Tullymet 1890, closed 1911) and states Country=Scotland -- confirms the seed's research exactly. The producer's own site (oldtullymet.com) could not be reached this session (connection denied/failed).
