glenmorangie	Glenmorangie	distillery	GB-SCT	highland	highland	The Glenmorangie Company (LVMH)	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Glenmorangie_distillery https://www.lvmh.com/en/our-maisons/wines-spirits/glenmorangie	Tallest stills in Scotland; unpeated house style, well documented.
loch-lomond	Loch Lomond	distillery	GB-SCT	highland	highland	Loch Lomond Group	single malt	none			unverified	high	https://scotchwhisky.com/whiskypedia/2024/croftengea/ https://www.royalmilewhiskies.com/scotch/brands/loch-lomond/	Eponymous Loch Lomond spirit is unpeated. The distillery also makes heavily peated siblings under other names (Inchmoan, Croftengea, not in this batch) - see brief's known-pairs list; only plain Loch Lomond is covered here.
talisker	Talisker	distillery	GB-SCT	islands	highland	Diageo	single malt	medium			unverified	high	https://en.wikipedia.org/wiki/Talisker_distillery https://www.diageo.com/en/our-brands/scotch-whisky/talisker	~18-22ppm, roughly 75% peated / 25% unpeated malt.
jura	Jura	distillery	GB-SCT	islands	highland	Whyte & Mackay	single malt	light			unverified	low	https://en.wikipedia.org/wiki/Jura_distillery https://www.whisky.com/whisky-database/distilleries/details/jura.html	Sources disagree: core range described both as unpeated/very lightly peated and as a union of peated and unpeated whiskies. Recorded light overall; Prophecy limited edition is heavily peated (see rule).
artist	Artist	bottler	FR			La Maison du Whisky		unknown			unverified	high	https://www.whisky.fr/en/menu/bottlings/creations/artist https://www.whisky.sg/artist-collection/	Numbered independent-bottler series by La Maison du Whisky (Paris), covering many distilleries worldwide incl. Karuizawa, Caol Ila, Macallan, Bowmore, Linkwood, Ardmore (all seen in samples). Peat varies per release; resolve via in-name distillery match.
old-pulteney	Old Pulteney	distillery	GB-SCT	highland	highland	International Beverage	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Old_Pulteney_distillery https://oldpulteney.com/pages/our-craft	Marketed as 'The Genuine Maritime Malt'; unpeated.
spey	Spey	distillery	GB-SCT	speyside	speyside	Speyside Distillers (Harvey's of Edinburgh)	single malt	none			unverified	high	https://www.masterofmalt.com/whiskies/speyside/spey-fumare-whisky/ https://www.htfw.com/speyside-distillery-spey-fumare-peated-single-malt-scotch-whisky	Core Spey range (Tenne, Royal Choice, etc.) is unpeated. 'Spey Fumare' (2016) was explicitly the distillery's first-ever peated release - see rule.
blantons	Blanton's	brand	US			Sazerac Company	bourbon	none	buffalo-trace		unverified	high	https://www.buffalotracedistillery.com/our-brands/blantons-single-barrel/ https://en.wikipedia.org/wiki/Blanton%27s	First modern single-barrel bourbon brand (1984). Brand legally owned by Age International Inc; produced/marketed by Sazerac at Buffalo Trace Distillery.
william-peel	William Peel	blend	GB-SCT			Marie Brizard Wine & Spirits (La Martiniquaise-Bardinet)	blend	none			unverified	high	https://scotchwhisky.com/whiskypedia/4870/william-peel/	Genuine Scotch whisky (18 Highland/Speyside malts + Lowland grain) blended in Scotland for a French-owned company, best-seller in France; not a French-made whisky. No smoke/peat noted in flavour profile (vanilla, malt, oak). Blend spans regions so region left empty.
speyburn	Speyburn	distillery	GB-SCT	speyside	speyside	Inver House Distillers (International Beverage)	single malt	light			unverified	high	https://en.wikipedia.org/wiki/Speyburn_distillery https://scotchwhisky.com/whiskypedia/1890/speyburn/	Lightly peated - easy to mis-assume 'none' for an ordinary-looking Speyside malt; sources are explicit that it is not fully unpeated.
fettercairn	Fettercairn	distillery	GB-SCT	highland	highland	Whyte & Mackay	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Fettercairn_distillery	Unpeated malt production; distinctive cooling-ring still design for a lighter style.
scots-gold	Scots Gold	blend	GB-SCT			Charles Edge	blend	none			unverified	low	https://charlesedge.com/collections/scots-gold-whisky https://www.finewineandgoodspirits.com/scots-gold-blended-scotch/product/000096048	Blend of 15+ malts + Lowland grain by independent bottler/blender Charles Edge; no smoke/peat noted in any tasting note found.
clynelish	Clynelish	distillery	GB-SCT	highland	highland	Diageo	single malt	none			unverified	high	https://scotchwhisky.com/whiskypedia/1831/clynelish/	Distillery spec explicitly lists 'Non peated' malt / 'Non peaty' new-make. Known for a distinctive waxy character unrelated to peat. Do not confuse with its historical neighbour Brora (a separate, distinct distillery with some heavily-peated years 1969-73) - Brora is not in this batch.
macduff	Macduff	distillery	GB-SCT	highland	highland	John Dewar & Sons (Bacardi)		light			unverified	low	https://en.wikipedia.org/wiki/Macduff_distillery https://www.htfw.com/brands/macduff	Split signal: the bulk blending-malt spirit is described as fully unpeated, but the official single malt (Deveron/Glen Deveron) is lightly peated ('gentle smokiness'). This batch's samples are independent-bottler single casks labelled 'Macduff' (incl. a Douglas Laing First Editions release), so the exact peat level of any given bottling is uncertain; recorded light out of caution rather than none. defaultTypeName left empty (range spans styles).
claymore	Claymore	blend	GB-SCT			Whyte & Mackay	blend	light			unverified	low	https://www.whyteandmackayltd.com/our-brands/claymore/	Retailer/producer copy mentions 'a gentle smoky note'; single non-technical source, low confidence.
longmorn	Longmorn	distillery	GB-SCT	speyside	speyside	Chivas Brothers (Pernod Ricard)	single malt	none			unverified	high	https://en.wikipedia.org/wiki/Longmorn_distillery	Classic unpeated, rich Speyside style.
